ItemID,Sentiment,SentimentText
42,POSITIVO,"En estos tiempos el peligro no es tener coronavirus, es infectarse del odio, del insulto, del chisme, de la acusación sin sustento, de la calumnia soterrada,  del me han dicho, que pulula asqueroso y artero por todas partes. Tapémonos los oídos a todo eso."
43,NEUTRO,"RT @Expresoec: La letalidad del coronavirus en #Quito se ha incrementado en un 226 %, desde el pasado 14 de mayo. Los detalles. ⬇️"
44,NEUTRO,RT @CarlosVerareal: Alarmante aumento de casos de coronavirus en Quito | Ecuavisa // Qué falló allá? https://t.co/AFV332OShM
45,POSITIVO,"RT @angelrd: El PP y Cs entregan la presidencia de la Comisión para la Reconstrucción de Andalucía a VOX, el único grupo que votó en contra…"
46,NEUTRO,"RT @Martinminguchi: Aquí el video completo, no la versión cortada y humorística, donde Jaime Vargas habla de la conexión entre la educación…"
47,NEUTRO,"RT @revistavistazo: #MUNDO | Personas que habían tenido resultados positivos en pruebas de Coronavirus, dejaron de ser agentes infecciosos…"
48,NEUTRO,"RT @Expresoec: #COVID19 | Entre los días 14 y 23 de mayo se llevaron a cabo más de 6,57 millones de test como parte de una campaña de detec…"
49,NEUTRO,"RT @Expresoec: #COVID19 | Entre los días 14 y 23 de mayo se llevaron a cabo más de 6,57 millones de test como parte de una campaña de detec…"
50,NEUTRO,"RT @Martinminguchi: Aquí el video completo, no la versión cortada y humorística, donde Jaime Vargas habla de la conexión entre la educación…"
51,POSITIVO,"RT @eluniversocom: Pacientes con coronavirus dejan de ser infecciosos después de 11 días, incluso si aún dan positivo en pruebas, sugiere e…"
52,NEGATIVO,"RT @Expresoec: La letalidad del coronavirus en #Quito se ha incrementado en un 226 %, desde el pasado 14 de mayo. Los detalles. ⬇️"
53,NEGATIVO,"RT @eluniversocom: Pacientes con coronavirus dejan de ser infecciosos después de 11 días, incluso si aún dan positivo en pruebas, sugiere e…"
54,POSITIVO,"Pacientes con coronavirus dejan de ser infecciosos después de 11 días, incluso si aún dan positivo en pruebas, sugiere estudio. ► https://t.co/3H5R9YjAIS https://t.co/SamFAUvPVU"
55,NEGATIVO,RT @JuanPablo_Alban: Coronavirus | De enfermedad respiratoria a multisistémica: cómo en pocas semanas cambió radicalmente lo que sabemos so…
56,POSITIVO,RT @afpquito: 🇪🇨 Sindicatos y otros grupos sociales desafiaron las restricciones por el #coronavirus y organizaron marchas este lunes en va…
57,NEUTRO,"RT @Primicias: Alfredo Palacio, expresidente de la República, acusa al Gobierno de Rafael Correa de haber destrozado el sistema de salud pú…"
58,NEUTRO,"RT @Expresoec: La letalidad del coronavirus en #Quito se ha incrementado en un 226 %, desde el pasado 14 de mayo. Los detalles. ⬇️"
59,POSITIVO,"RT @el_telegrafo: Suecia supera los 39 fallecidos por 100 mil habitantes debido al #coronavirus, causante de la enfermedad #covid_19, lo qu…"
60,POSITIVO,"#Covid_19 Ascienden a 385 personas en la provincia de Chimborazo, que han dado positivo al Covid-19, en #Riobamba suman ya 250 casos de #Coronavirus  y 52 personas fallecidas."
61,NEUTRO,"RT @revistavistazo: #MUNDO | Personas que habían tenido resultados positivos en pruebas de Coronavirus, dejaron de ser agentes infecciosos…"
62,NEUTRO,"RT @Expresoec: La Organización Mundial de la Salud suspendió los ensayos con la hidroxicloroquina pero, ¿qué se conoce sobre este medicamen…"
63,NEUTRO,RT @eluniversocom: Impactante portada del The New York Times homenajea a miles de víctimas del #coronavirus en Estados Unidos ► https://t.c…
64,NEUTRO,RT @wilfridolaz: ¿En serio? Lo pide el que ha co-gobernado con Lenín Moreno y que con CREO votaron juntitos de la mano a favor de esa nefas…
65,NEUTRO,@luisevivanco Señor hay más muertes por infarto que por coronavirus deje de mariconadas y de defender a su patrón que para morirse uno no necesita que no se aglomeren.
66,NEUTRO,"RT @Martinminguchi: Las cifras de Medellín asombran. En todo el departamento de Antioquia, que tiene 6,4 millones de habitantes hay, hasta…"
67,POSITIVO,"RT @Expresoec: #COVID19 | Entre los días 14 y 23 de mayo se llevaron a cabo más de 6,57 millones de test como parte de una campaña de detec…"
68,NEUTRO,"RT @Primicias: Alfredo Palacio, expresidente de la República, acusa al Gobierno de Rafael Correa de haber destrozado el sistema de salud pú…"
69,NEUTRO,Expertos señalaron que la probabilidad de que el #COVID19 entre en el sistema de climatización o extracción de aire y se difunda por los conductos es muy baja.  https://t.co/4N6LttviDr
70,NEUTRO,"#COVID19Ec | El equipo eléctrico comenzó hoy los exámenes médicos a toda su plantilla. Esperan el miércoles, con resultados en mano, empezar a trabajar sobre el césped.  https://t.co/Kp1IaYynkg"
71,NEUTRO,"RT @ASotomayorEcu: Hemos avanzado mucho. Hemos alcanzado un sinnúmero de objetivos. Sabemos que queda mucho por hacer, pero ahora es tiempo…"
72,POSITIVO,"RT @RadioCentroAmb: 🚨 #ATENCIÓN | El número de fallecidos por coronavirus ascendió a 3.203 en Ecuador, donde la cifra de contagios confirma…"
73,NEUTRO,RT @CarlosVerareal: Alarmante aumento de casos de coronavirus en Quito | Ecuavisa // Qué falló allá? https://t.co/AFV332OShM
74,NEUTRO,"RT @revistavistazo: #ATENCIÓN Un grupo de investigadores de Reino Unido, Suecia y Dinamarca hallaron el 'Talón de Aquiles' del #coronavirus…"
75,POSITIVO,RT @NathalieCely: Por favor que alguien le pase al Presidente @Lenin la tasa de mortalidad por #coronavirus en #Ecuador.   Aquí están las c…
76,POSITIVO,"RT @Expresoec: #COVID19 | Entre los días 14 y 23 de mayo se llevaron a cabo más de 6,57 millones de test como parte de una campaña de detec…"
77,NEUTRO,PROHIBICION(AgenciAne)  E.U . .   suspende   entrada a su país de cualquier persona que haya estado en Brasil dentro de los 14 días inmediatamente anteriores al intento de ingreso a Estados Unidos. Brasil es 2°  en todo el mundo con casos de coronavirus.
78,NEUTRO,"RT @Expresoec: La letalidad del coronavirus en #Quito se ha incrementado en un 226 %, desde el pasado 14 de mayo. Los detalles. ⬇️"
79,NEUTRO,"RT @GobiernoGuayas: @teleamazonasec @CLMoralesB En el desarrollo de la entrevista, el prefecto @CLMoralesB evaluó la situación de la provin…"
80,POSITIVO,"RT @CLMoralesB: Entrevista en La Voz de Milagro: a pesar del accionar desplegado para hacer frente a la #pandemia de #coronavirus, no se ha…"
81,POSITIVO,"RT @Martinminguchi: Las cifras de Medellín asombran. En todo el departamento de Antioquia, que tiene 6,4 millones de habitantes hay, hasta…"
82,POSITIVO,RT @carlospanchi2: SISTEMA DE LAVAMANOS ANTI COVID-19🚰🚫🦠  Para prevenir el coronavirus es importante lavar tus manos frecuentemente AUTOMAT…
83,NEUTRO,"RT @Expresoec: #COVID19Ec | El equipo eléctrico comenzó hoy los exámenes médicos a toda su plantilla. Esperan el miércoles, con resultados…"
84,POSITIVO,"Fernando Donoso, presidente de la Cámara Marítima del Ecuador, conversa con EXPRESO sobre el trabajo de las terminales portuarias y las líneas navieras durante la pandemia por #COVID19Ec. https://t.co/0Rg7zXZCN8"
85,NEUTRO,RT @CarlosVerareal: Alarmante aumento de casos de coronavirus en Quito | Ecuavisa // Qué falló allá? https://t.co/AFV332OShM
86,NEUTRO,"RT @Expresoec: #Coronavirus: Decenas de personas aprovecharon la reapertura de algunas iglesias, este 25 de mayo, para visitarlas tras casi…"
87,NEUTRO,Salí y caminé 2km sii solo 2km y me estoy muriendo ya me duele todo y no por el covid 😖😖. Tantos días de cuarentena ya me oxidaron 😩 #coronavirus #covid
88,POSITIVO,"RT @IsraelConsulado: El nuevo dispositivo electrónico es de 7 centímetros de largo con una boquilla y cápsula, la cual contiene un chip ele…"
89,POSITIVO,"@LoroHomero Con esas placas en dos patadas se puede averiguar TODO. Hay que escupirles y toserles a estos hptas, que el coronavirus haga lo suyo..   Ejemplo de lo peor que tenemos como especie.."
90,NEUTRO,#ALARMANTE | #ECUADOR #Quito pasa a #Guayaquil en cifra de contagios de #coronavirus diarios.  https://t.co/jL6btkci78
91,POSITIVO,"RT @jorgeharbviteri: Coronavirus y tu Pu... madre, no vas a poder con Guayaquil... muy buen trabajo médicos y enfermeros del @OMNIHospital…"
92,POSITIVO,"RT @angelrd: El PP y Cs entregan la presidencia de la Comisión para la Reconstrucción de Andalucía a VOX, el único grupo que votó en contra…"
93,NEUTRO,#URGENTE   ¡DOS NUEVOS CASOS DE CORONAVIRUS EN LA PREMIER LEAGUE TRAS UN COMUNICADO OFICIAL!   (AQUÍ LOS DETALLES) https://t.co/WviWqxZ3os https://t.co/A0c3K6DuMt
94,POSITIVO,"RT @LuisPerozoPadua: En Venezuela 131 casos de Coronavirus por día y más de 1000 contagiados, pero lo peor, sin las más mínimas condiciones…"
95,NEGATIVO,RT @anniecanizares: 🛑La ⁦@cruzrojaecuador⁩ está estudiando el uso del plasma inmune en pacientes que han superado el coronavirus. La OPS ha…
96,NEUTRO,RT @revistavistazo: #LoMásLeído|Pese a que #Guayaquil es una de las ciudades más afectadas por el coronavirus y que a nivel nacional rige e…
97,NEUTRO,"RT @Expresoec: Los niños representan el 1,6 % del total de casos. En las calles de Guayaquil se ven a familias en los semáforos. https://t.…"
98,POSITIVO,"RT @alfaT801: No permiten reunirse, no permiten despedirnos de nuestros muertos por el coronavirus, no permiten abrir parques, no permiten…"
99,POSITIVO,"RT @Expresoec: #COVID19 | Entre los días 14 y 23 de mayo se llevaron a cabo más de 6,57 millones de test como parte de una campaña de detec…"
100,NEUTRO,@Lenin Y en estos tres años no se ha visto que haya mejoras en ninguno de esos 4 puntos. Deja de mentir q sólo por miedo al coronavirus la gente no te bota sino estuvieras en otro país con tus ministros vagos
101,POSITIVO,"RT @el_telegrafo: Estos son los casos globales de contagiados, muertos y recuperados por #Covid_19 hasta el lunes 25 de mayo de 2020.   Fue…"
102,POSITIVO,"RT @eluniversocom: Pacientes con coronavirus dejan de ser infecciosos después de 11 días, incluso si aún dan positivo en pruebas, sugiere e…"
103,POSITIVO,"RT @Expresoec: #COVID19Ec | El equipo eléctrico comenzó hoy los exámenes médicos a toda su plantilla. Esperan el miércoles, con resultados…"
104,NEUTRO,"RT @Expresoec: #Coronavirus: Decenas de personas aprovecharon la reapertura de algunas iglesias, este 25 de mayo, para visitarlas tras casi…"
105,NEUTRO,"RT @angelrd: El PP y Cs entregan la presidencia de la Comisión para la Reconstrucción de Andalucía a VOX, el único grupo que votó en contra…"
106,POSITIVO,RT @DiarioExtraEc: ¡Michela Pincay tuvo que cerrar su local de Guayarte! https://t.co/x2GUhRwGBl https://t.co/LAMFnuPKxu
107,POSITIVO,RT @CarlosVerareal: Alarmante aumento de casos de coronavirus en Quito | Ecuavisa // Qué falló allá? https://t.co/AFV332OShM
108,NEGATIVO,RT @wilfridolaz: ¿En serio? Lo pide el que ha co-gobernado con Lenín Moreno y que con CREO votaron juntitos de la mano a favor de esa nefas…
109,NEUTRO,"RT @angelrd: El PP y Cs entregan la presidencia de la Comisión para la Reconstrucción de Andalucía a VOX, el único grupo que votó en contra…"
110,POSITIVO,"RT @Expresoec: La letalidad del coronavirus en #Quito se ha incrementado en un 226 %, desde el pasado 14 de mayo. Los detalles. ⬇️"
111,POSITIVO,#URGENTE   ¡PRESIDENTE DE UN CLUB ECUATORIANO SE ENCUENTRA INTERNADO DEBIDO AL COVID-19!  (AQUÍ LOS DETALLES) https://t.co/VDA5Iyy6tA https://t.co/VM3U3mMUtT
112,NEUTRO,RT @Expresoec: Sigue el avance de las noticias más destacas sobre el #coronavirus en Ecuador y el mundo con el minuto a minuto de EXPRESO. 🔽
113,POSITIVO,"RT @TelediarioEC: Estos son los casos globales de contagiados, muertos y recuperados por #Covid_19 hasta el lunes 25 de mayo de 2020.   Fue…"
114,POSITIVO,"RT @Expresoec: #COVID19Ec | El equipo eléctrico comenzó hoy los exámenes médicos a toda su plantilla. Esperan el miércoles, con resultados…"
115,POSITIVO,"RT @Expresoec: La letalidad del coronavirus en #Quito se ha incrementado en un 226 %, desde el pasado 14 de mayo. Los detalles. ⬇️"
116,POSITIVO,RT @Expresoec: La  Espol se suma a la búsqueda mundial de la vacuna contra el coronavirus: https://t.co/DCT8PXtixq
117,NEUTRO,RT @JuanPablo_Alban: Coronavirus | De enfermedad respiratoria a multisistémica: cómo en pocas semanas cambió radicalmente lo que sabemos so…
118,NEGATIVO,"RT @manabi_noticias: #URGENTE | #MANABÍ #Portoviejo empieza a olvidar que el #coronavirus es mortal.  Así vive la ciudad, haciéndole muecas…"
119,NEUTRO,"RT @eluniversocom: Pacientes con coronavirus dejan de ser infecciosos después de 11 días, incluso si aún dan positivo en pruebas, sugiere e…"
120,NEUTRO,RT @el_telegrafo: Varios países del mundo han iniciado el lunes un lento proceso de reapertura de comercios y otras actividades públicas a…
121,POSITIVO,RT @Expresoec: La  Espol se suma a la búsqueda mundial de la vacuna contra el coronavirus: https://t.co/DCT8PXtixq
122,NEUTRO,"RT @Expresoec: Ecuador sigue luchando no solo contra el #coronavirus, sino  contra una pandemia paralela, la presunta corrupción: https://t…"
123,NEUTRO,"RT @Martinminguchi: Las cifras de Medellín asombran. En todo el departamento de Antioquia, que tiene 6,4 millones de habitantes hay, hasta…"
124,NEUTRO,"RT @Martinminguchi: Las cifras de Medellín asombran. En todo el departamento de Antioquia, que tiene 6,4 millones de habitantes hay, hasta…"
125,NEUTRO,RT @carolgrillito: ¡ATENTI!  Aquí parte de la desgraciada historia del morenato.   @Lenin en cambio mintiendo en la @AsambleaEcuador   http…
126,POSITIVO,"RT @eluniversocom: Distribución de los casos de #coronavirusenEcuador, según información oficial difundida este lunes 25 de mayo de 2020. ►…"
127,POSITIVO,Aquí algo que escribí sobre cómo ha sido enfrentar la pandemia por Coronavirus en #Ecuador. Una colaboración para el ⁦diario ⁦@Gestionpe⁩ de #Perú.  Días inesperados y temores en cuarentena: Historias de tres periodistas | Estilos | Gestión https://t.co/zene5UILc1
128,NEUTRO,RT @afpquito: 🇪🇨 Sindicatos y otros grupos sociales desafiaron las restricciones por el #coronavirus y organizaron marchas este lunes en va…
129,NEUTRO,"Desde mediados de abril hasta el 23 de mayo, Guayaquil ha aumentado de 15,5 a 35 casos por cada diez mil personas. Quito ha ido de 2,3 a 11,5 en el mismo período. Lee el análisis completo de @mjavierrod e @ivanduespin https://t.co/M9zcbpYFpB"
130,NEUTRO,RT @Expresoec: La  Espol se suma a la búsqueda mundial de la vacuna contra el coronavirus: https://t.co/DCT8PXtixq
131,POSITIVO,RT @DiarioExtraEc: ¡Michela Pincay tuvo que cerrar su local de Guayarte! https://t.co/x2GUhRwGBl https://t.co/LAMFnuPKxu
132,POSITIVO,"RT @Expresoec: Ecuador sigue luchando no solo contra el #coronavirus, sino  contra una pandemia paralela, la presunta corrupción: https://t…"
133,NEUTRO,RT @Expresoec: El bus se dirigía de la cabecera cantonal de Daule hacia La Aurora. No cumplió la medida establecida para evitar la propagac…
134,NEUTRO,"RT @Expresoec: Ecuador sigue luchando no solo contra el #coronavirus, sino  contra una pandemia paralela, la presunta corrupción: https://t…"
135,NEUTRO,Qué le hace el jabón al nuevo coronavirus | AFP Animé https://t.co/blALjBWoOE vía @YouTube
136,NEUTRO,"RT @Martinminguchi: Las cifras de Medellín asombran. En todo el departamento de Antioquia, que tiene 6,4 millones de habitantes hay, hasta…"
137,NEUTRO,"@abgcvjll Por lo menos los celulares de tipos con coronavirus estaban ahí, capaz les prestaron a los panas (?)"
138,NEUTRO,"RT @eluniversocom: Aerolínea Latam anunció nuevos despidos debido al coronavirus en Ecuador, Chile, Perú y Colombia. ► https://t.co/FW80hO2…"
139,POSITIVO,RT @afpquito: 🇪🇨 Sindicatos y otros grupos sociales desafiaron las restricciones por el #coronavirus y organizaron marchas este lunes en va…
140,POSITIVO,"RT @Expresoec: La Organización Mundial de la Salud suspendió los ensayos con la hidroxicloroquina pero, ¿qué se conoce sobre este medicamen…"
141,NEUTRO,"El #coronavirus mantiene un nivel de #contagio creciente, llegando a enfermar a 5,4 millones de personas. Frente a esto, @CapitalPraxis recomienda a sus seguidores revisar el mapa #mundial de expansión: https://t.co/hrYFYuEvsd https://t.co/xTeMrzi3Xe"
142,NEUTRO,RT @ecsports593: Los Universitarios ya tienen una protección contra el Coronavirus https://t.co/6OqANbpHKr https://t.co/JfcMZGeug1
143,NEUTRO,"RT @el_telegrafo: Suecia supera los 39 fallecidos por 100 mil habitantes debido al #coronavirus, causante de la enfermedad #covid_19, lo qu…"
144,POSITIVO,RT @CarlosVerareal: Alarmante aumento de casos de coronavirus en Quito | Ecuavisa // Qué falló allá? https://t.co/AFV332OShM
145,POSITIVO,"RT @espol: Diario @Expresoec destaca la labor del Laboratorio para Investigaciones Biomédicas de #ESPOL, en el cual se desarrolla un protot…"
146,NEUTRO,"RT @Martinminguchi: Las cifras de Medellín asombran. En todo el departamento de Antioquia, que tiene 6,4 millones de habitantes hay, hasta…"
147,NEUTRO,"RT @PichinchaGob: INFORME | A través del #COEPichincha, presentamos los datos actualizados sobre la situación del coronavirus (#COVID19) po…"
148,POSITIVO,"RT @revistavistazo: #MUNDO | Personas que habían tenido resultados positivos en pruebas de Coronavirus, dejaron de ser agentes infecciosos…"
149,NEUTRO,RT @CarlosVerareal: Alarmante aumento de casos de coronavirus en Quito | Ecuavisa // Qué falló allá? https://t.co/AFV332OShM
150,POSITIVO,RT @CarlosVerareal: Alarmante aumento de casos de coronavirus en Quito | Ecuavisa // Qué falló allá? https://t.co/AFV332OShM
151,POSITIVO,"RT @eluniversocom: Pacientes con coronavirus dejan de ser infecciosos después de 11 días, incluso si aún dan positivo en pruebas, sugiere e…"
152,POSITIVO,RT @yitux: Les presento el nuevo servicio de https://t.co/seA3WgeQEC: Nosotros filmamos y uds supervisan todo EN VIVO desde la comodidad de…
153,POSITIVO,"RT @eluniversocom: Pacientes con coronavirus dejan de ser infecciosos después de 11 días, incluso si aún dan positivo en pruebas, sugiere e…"
154,NEUTRO,RT @CarlosVerareal: Alarmante aumento de casos de coronavirus en Quito | Ecuavisa // Qué falló allá? https://t.co/AFV332OShM
155,POSITIVO,"RT @Expresoec: La letalidad del coronavirus en #Quito se ha incrementado en un 226 %, desde el pasado 14 de mayo. Los detalles. ⬇️"
156,POSITIVO,RT @ChristianSuzuki: 71 días de emergencia y solo una política fallecida en Ecuador... que ineficiencia la del coronavirus para llevarse a…
157,NEUTRO,"RT @Expresoec: La letalidad del coronavirus en #Quito se ha incrementado en un 226 %, desde el pasado 14 de mayo. Los detalles. ⬇️"
158,NEUTRO,RT @wilfridolaz: ¿En serio? Lo pide el que ha co-gobernado con Lenín Moreno y que con CREO votaron juntitos de la mano a favor de esa nefas…
159,NEGATIVO,"RT @Martinminguchi: Las cifras de Medellín asombran. En todo el departamento de Antioquia, que tiene 6,4 millones de habitantes hay, hasta…"
160,POSITIVO,"RT @el_telegrafo: Suecia supera los 39 fallecidos por 100 mil habitantes debido al #coronavirus, causante de la enfermedad #covid_19, lo qu…"
161,NEUTRO,"RT @Expresoec: #COVID19Ec | El equipo eléctrico comenzó hoy los exámenes médicos a toda su plantilla. Esperan el miércoles, con resultados…"
162,POSITIVO,"RT @CLMoralesB: Hago un llamado a los habitantes de los cantones del #Guayas que están cambiando el semáforo a amarillo, durante la actual…"
163,POSITIVO,"RT @Expresoec: Debido a la emergencia del #coronavirus, Michela Pincay cerrará su local de Guayarte. Los detalles. 👇 https://t.co/28SuFqDy9m"
164,POSITIVO,"RT @eluniversocom: Aerolínea Latam anunció nuevos despidos debido al coronavirus en Ecuador, Chile, Perú y Colombia. ► https://t.co/FW80hO2…"
165,NEUTRO,"RT @jorgeharbviteri: Coronavirus y tu Pu... madre, no vas a poder con Guayaquil... muy buen trabajo médicos y enfermeros del @OMNIHospital…"
166,POSITIVO,RT @CarlosVerareal: Alarmante aumento de casos de coronavirus en Quito | Ecuavisa // Qué falló allá? https://t.co/AFV332OShM
167,POSITIVO,"RT @artumoscoso: ¿Se mueren de ganas de pasar a ""semáforo amarillo""? Lean esto primero.   #coronavirus #coronavirusecuador     https://t.co…"
168,POSITIVO,RT @IvanMaestre: Aquí algo que escribí sobre cómo ha sido enfrentar la pandemia por Coronavirus en #Ecuador. Una colaboración para el ⁦diar…
169,POSITIVO,Una sola persona habría contagiado el #coronavirus a otras 203 en #Guatemala https://t.co/BivcZs3Ecy
170,POSITIVO,RT @eluniversocom: Estas iglesias abrirán sus puertas en Guayaquil desde este lunes 25 de mayo ►https://t.co/FXZnRToNNY https://t.co/s9XQGZ…
171,POSITIVO,"RT @Expresoec: El inicio del próximo ciclo olímpico previsto para el 2021 quedó aplazado para el 2022, así como el mismo torneo, pero de Ju…"
172,NEUTRO,RT @eluniversocom: (Ampliación)  Casos de #coronavirusenEcuador según datos difundidos este lunes 25 de mayo de 2020 por las autoridades de…
173,NEUTRO,"RT @GobiernoGuayas: @CLMoralesB Morales aseguró que pese al cambio de semáforo en algunos cantones, mantendrá acciones como entrega de alim…"
174,NEUTRO,"RT @Expresoec: El ministro de Exteriores chino criticó a las autoridades estadounidenses, pero también llamó a trabajar en conjunto en el m…"
175,POSITIVO,"RT @angelrd: El PP y Cs entregan la presidencia de la Comisión para la Reconstrucción de Andalucía a VOX, el único grupo que votó en contra…"
