512,POSITIVO,Experto italiano asegura que el coronavirus se está agotando solo. Más detalles => https://t.co/hN6qws6vPc https://t.co/MIVV4y2XLW
513,POSITIVO,El mejor test  https://t.co/0M9HVk6Ikc
514,POSITIVO,"En Perú,los artesanos han tenido que adaptarse ante la pandemia del coronavirus y ahora usan su talento para fabricar mascarillas con las técnicas tradicionales de los Andes y la Amazonía. Ver más en https://t.co/MNrZQJIAYM https://t.co/K9smj4RWRi"
515,POSITIVO,"Con 113 años, Marí­a Branya, en abril, fue diagnosticada con COVID-19. El último test que le realizaron indica que ha logrado superar el coronavirus.   https://t.co/qSbv7vNhny https://t.co/71ZAtZgQxU"
516,POSITIVO,Empresa china afirma que hay un 99 % de posibilidades de que su vacuna contra el covid-19 funcione - RT https://t.co/HqdDmw1A7C
517,POSITIVO,La OMS lanzó una plataforma para compartir tratamientos gratis y vacunas contra el #coronavirus https://t.co/jyNtaKc9k7
518,POSITIVO,Linda tarde para todos un poco de lectura no viene mal  #guayaquil  #ecuador  #happy  #2020 #coronavirus https://t.co/u40Ced4pJa
519,POSITIVO,"Para mi cumpleaños de este año quería ir al Polylepis Lodge, pero el coronavirus y la economía https://t.co/r88pcVRcWu"
520,POSITIVO,"#Emergencia #Coronavirus #Rojo Desde el dí­a lunes 01 rigen nuevas dispociones , los vehí­culos particulares y motos  podrán circular 2 veces por semana de acuerdo al último número de su placa. Sábado y domingo Prohibido su circulación, evite sanciones por favor. Ws 0967782701 https://t.co/AhS6zLo5do"
521,POSITIVO,La protección de mujeres y niñas migrantes debe ser una de las prioridades de cada país en momentos de crisis. #MantenteSegura #RespuestaCOVIDãƒ¼19 #coronavirus #RespuestaFeminista #CuidaAQuienTeCuida #IgualdadDeGénero https://t.co/c95ESTeZOZ
522,POSITIVO,Se fue el cohete al espacio Ojalá traigan la cura al coronavirus
523,POSITIVO,"Los cantones del paí­s avanzan en el proceso de reanudar su actividad comercial y social, a medida que la tasa de contagios de #Coronavirus en sus territorios continúa bajando: https://t.co/SShtzLsZXP https://t.co/f9CoIR8sd9"
524,POSITIVO,Aprueban en Rusia el primer medicamento contra el COVID-19 #coronavirus #Covid_19  https://t.co/ehopVB6ujM
525,POSITIVO,"#Emergencia #Coronavirus #Rojo Desde el lunes  01 de Junio en Santa Rosa los taxis y transporte mixto , pueden laborar cumpliendo todos los protocolos de bioseguridad Aclaramos que Fuera de nuestro cantón , se acogerán a las regulaciones, disposiciones y sanciones https://t.co/lIraMy2yuK"
526,POSITIVO,"#Coronavirus en #Uruguay: la singular y exitosa estrategia del paí­s para contener la pandemia sin cuarentena obligatoria"": https://t.co/hvM5d03QZx"
527,POSITIVO,"La @espol jamás se negó a contribuir a la sociedad, esta vocación de servicio está consagrada en su misión. Desde antes de la declaración de la pandemia, con apoyo de @CEDIAec, nuestros investigadores trabajan en una vacuna. Este es tan solo un ejemplo. https://t.co/h746Rpvy0z"
528,POSITIVO,Un artí­culo que vale la pena leerlo para entender lo poco que conocemos sobre la #inmunidad de este Virus #Covid19 y a lo que nos estamos exponiendo @CientificasEC @KunaEcuador @EducacionQuito @EduSuperiorEc https://t.co/nnu5TH7PGJ
529,POSITIVO,"@PastorasGetafe gracias por esta eucaristía de la LUZ, mi oración por las ví­ctimas del coronavirus y sus familias. Unidos en la fe y la oración. #Pentecostes2020 https://t.co/zVqwiXxZxD"
530,POSITIVO,Esta moderna medida busca reducir los contagios del Coronavirus ya que no habrá más manipulación de dinero entre conductores y personal que cobraba en los peajes.
531,POSITIVO,"[VIDEO] | La falta de una vacuna o un medicamento 100% efectivo para enfrentar al Covid-19, ha provocado que proliferen supuestos tratamientos alternativos. Sin embargo, expertos aseguran que estos carecen de bases científicas.» https://t.co/pFMmWFBrvi #Covid_19"
532,POSITIVO,"Sábado 30 de mayo: Cuenca, de nuevo sin fallecidos a causa de coronavirus aunque registra 10 nuevos casos https://t.co/VIypWGM8tQ"
533,POSITIVO,Coronavirus: Quito llegó el lunes al pico de demandas de camas en hospitales públicos - https://t.co/ITxOPBJeeI https://t.co/eBazjhWfun
534,POSITIVO,#LoMásVisto Letalidad del coronavirus podría ser menor de lo que pensaba la OMS https://t.co/3La9BTpkQQ
536,POSITIVO,"«La felicidad se puede encontrar hasta en los más oscuros momentos, si somos capaces de usar bien la luz». J. K. ROWLING. #Covid_19 #coronavirus"
537,POSITIVO,"#ATENCIÓN Tras las muerte de un privado de libertad por sospecha de coronavirus, esta mañana se registró un amotinamiento en la cárcel de #Cuenca. ENTÉRESE ▶️ https://t.co/N2VlJjIbDd"
538,POSITIVO,"Hoy, a las 10:30 comienza el rezo del rosario junto al papa Francisco contra el coronavirus https://t.co/y1Tvdzw24U https://t.co/TT5l0cB74J"
539,POSITIVO,#PREFECTURA DE LOS RÍOS ENTREGA MEDICINA #GRATUITA PARA PACIENTES DE POSITIVOS DE #CORONAVIRUS. Llama ahora!! - #TeranPrefecto https://t.co/1TiOBLcyFa
540,POSITIVO,Josefina Coloma es una cientÍ­fica ecuatoriana radicada en California. El resultado de su investigaciÓn tambiÉn beneficia a Ecuador: https://t.co/iQHEWCuMpX https://t.co/Dl0TQFsobZ
541,POSITIVO,"Por coronavirus, Banco Mundial prevé grave contracción, hasta 7,2%, de la economía latinoamericana https://t.co/8A1SyCLe6J por @eluniversocom"
542,POSITIVO,La Embajada de Estados Unidos entregó ayuda que será utilizada en 22 aeropuertos del país. La USAID ha donado $ 8 millones en ayuda. https://t.co/lr0OqNqmGE
543,POSITIVO,#EMERGENCIA | #CORONAVIRUS Alcalde de #Portoviejo analiza presentar acción constitucional contra nuevas medidas de semaforización adoptadas por #COE_Nacional. https://t.co/qmm2dpLlFG
544,POSITIVO,Prefectura del Guayas contrata monitoreo estadístico del coronavirus con un ebanista https://t.co/HeSO2M4Nvi
545,POSITIVO,Con semáforo en amarillo casi toda la industria de #Cuenca se reactiva para salir de su stock https://t.co/ls5dywBARl https://t.co/iCu0wH8GmI
546,POSITIVO,"#Contexto | La industria y el comercio vuelven poco a poco. Hay ejemplos de buenas prácticas, de directivos y empleados, para no dejar morir a las empresas. @Jean_Cano @Gianna Benalcazar Los detalles: https://t.co/3qHDHFfufM"
547,POSITIVO,Los universitarios se han adaptado a cambios causados por el covid-19 https://t.co/aR6EHjZsPa
548,POSITIVO,"Desde el lunes 01 de junio en #Cuenca cambiarán las restricciones de circulación para vehículos particulares, motos, taxis, transporte mixto y vehí­culos de carga liviana. Fuente: @emov_ep. #Noticias #Ecuador #Coronavirus Estos son los nuevos lineamientos. https://t.co/9MDniuonli"
549,POSITIVO,Viajes locales y más cortos se preveén tras reinicio de los vuelos en Ecuador.  https://t.co/IRo3AvA9cn https://t.co/x41s92NcfK
550,POSITIVO,"Dicen que ""los grandes cambios siempre vienen acompañados de una fuerte sacudida"" Ojalá que el temblor de hace pocos minutos traiga cambios positivos como encontrar la vacuna contra el coronavirus, terminar con el cáncer de la corrupción y la crisis económica que nos agobia"
551,POSITIVO,@GladysNadales2 @Luisfelca1 @jguaido @AsambleaVE Busque oficio usted señora que tiene pinta que no va matricular pa el 2021 hablando vainas que no sabe usted busque manera de que no la mate el coronavirus
552,POSITIVO,Recuerden que estamos en tiempo de #pandemia no olviden la mascarilla #temblor #Guayaquil #Coronavirus https://t.co/KBDJRVlvM4
553,POSITIVO,Al Coronavirus le gusta esto. https://t.co/b2X4fNiRE5
554,POSITIVO,"El hacer uso de equipo de protección personal contra el coronavirus no significa que se tenga perder el estilo. Así lo demostró Lady Gaga, quien presumió su cubrebocas rosa y con púas, en su cuenta de Instagram / Infobae https://t.co/2YnKGX5aUe"
555,POSITIVO,@ottosonnenh @martinezjg @giovanny_dr @GAZurita BIEN VICEPRESIDENTE https://t.co/rczrZZZYtD https://t.co/MFO7nmJrkI
556,POSITIVO,"@Mediagalleta Mientras para unos el Coronavirus es tragedia y dolor, para otros es bonanza y felicidad."
557,POSITIVO,El torneo de tenis de Roma podría disputarse en septiembre del 2020 https://t.co/wviJCQ39pt
558,POSITIVO,Los universitarios se han adaptado a cambios causados por el covid-19 https://t.co/WgbwsEHbnF https://t.co/9dVwxM4mg8
559,POSITIVO,COE autoriza la actividad física al aire libre. https://t.co/CuIChw8OmM
560,POSITIVO,"He vuelto al mismo peso con el que inició la Universidad!!! Nunca pensé volver a pesar eso! Incluso nunca fue mi objetivo después de haber subido más de 120 lbs, bajar tanto, lo máximo que bajaba era hasta llegar a 113lbs.. Woow #Coronavirus que has causado en mi!"
561,POSITIVO,Brindaremos por el coronavirus porque gracias a él nos... ay no espera tantas desgracias que ha traído no no no
562,POSITIVO,"Un amigo que ya no necesita este medicamento usado para el coronavirus lo está vendiendo al mismo precio que le costo, si quieren información escríbanle 099 913 8906 :) https://t.co/OQNTqDR2Us"
563,POSITIVO,Hoy gracias al comité especial de emergencia contra el coronavirus de Guayaquil del cual es parte nuestro exalcalde @jaimenebotsaadi y junto a la coordinación de Eriberto Llamuca pudimos continuar con kits de alimentos en Monte Sinaí en las cooperativas: Monte Lindo https://t.co/jJNBQ9aqtA
564,POSITIVO,"@adrivalenciam Segín un paper, la nicotina previene el coronavirus"
565,POSITIVO,Parece que aquí en Ecuador ya encontraron la vacuna o cura contra el coronavirus porque la gente sí­ que anda de joda hoy viernes.
566,POSITIVO,"Al tomar las gotas del  Aceite de Cannabis Medicinal, podrí­an reducir el riesgo de contraer #coronavirus #ACEITEDECANNABIS #ACEITECBD Ya lo puedes encontrar en Ecuador Información  0986225855 Enví­os a nivel nacional Entrega a domicilio . #CHRISMoraDistribuidor https://t.co/gb0Fa606wd"
567,POSITIVO,3 utilidades de la IA y el machine learning para luchar contra el coronavirus https://t.co/aWBmD1LYla
568,POSITIVO,La ciencia sigue buscando respuesta sobre la inmunidad. Esta puede ser clave para evitar una segunda ola epidémica: https://t.co/zwPonuHICv
569,POSITIVO,Es viernes y el cuerpo lo sabe #cuarentenachallenge #actriz #cuarentena #ecuador #guayaquil #coronavirus #ecuatoriana #video #foto #fotografia #modelo #tiktokdance en Cuarentena En mi casa https://t.co/Re9krUfn45
570,POSITIVO,El grupo de investigación en Química informática y Nutrición realizó un estudio con un medicamento para uso humano y otro para veterinario que demostraron la capacidad de inhibir una enzima para la propagación del #virus. Detalles en => https://t.co/XEnmUKxx5z https://t.co/ml8QmANPAu
571,POSITIVO,#Daule es el primer cantón de la provincia del #Guayas en pasar a color verde del sistema de semaforización. La decisión se da luego de analizar los últimos datos de los casos de #coronavirus #SucreEnLaNoticia“» https://t.co/Tt7QmUqudS
572,POSITIVO,"#ECUADOR | El ministro de Salud, @DrJuanCZevallos, indicó que un total de 2.794 personas se incorporaron al trabajo en primera línea para enfrentar el coronavirus a nivel nacional. https://t.co/EfDcB5U6Zz"
573,POSITIVO,Mujer de 94 años recibió el alta médica tras batallar durante un mes contra la COVID-19 https://t.co/T74EnuSO7T
574,POSITIVO,"La Chemistry World, la revista mensual de la @RoySocChem de Reino Unido, destaca el papel de la ecuatoriana @cdproano (bióloga y cinta negra en taekwondo) frente al primer laboratorio acreditado para pruebas del COVID en la Amazonía. https://t.co/QtweRmMvSW"
575,POSITIVO,"Si fueran municiones con acción volátil para neutralizar al coronavirus, las tendrí­an embodegadas. https://t.co/YEIbUdrAEm"
576,POSITIVO,"#CoronavirusenEcuador: Hay más casos descartados que confirmados, según viceministro de Salud. https://t.co/YnUXp2kx6L https://t.co/PEtRZ6RcAA"
577,POSITIVO,"Buenas noches por favor no se olviden rezar todos los días el Santísimo Rosario a Dios y la Santísima Virgen Maria, agradeciendo por estar vivos y pidiendonos libren del Coronavirus."
578,POSITIVO,"Una de las mejores formas de proteger a los niños y niñas del coronavirus y otras enfermedades, es animarlos a lavarse las manos con frecuencia. Pueden hacerlo de manera divertida a través de juegos. #QuédateEnCasa #ProtecciÃ³nInfantil #GuayaquilCiudadDeDerecho https://t.co/ImibKBXMEq"
579,POSITIVO,#Emergencia #Coronavirus Con cariño seguimos dí­a a día #Torata #Chilca #LimonPlaya Muchas gracias a la empresa #FANOVA por las redes Ws 0967782701 https://t.co/cke2MbMVuj
580,POSITIVO,Carla Vizzotti: Sin las organizaciones no hubiera sido posible darle pelea al coronavirus en Argentina https://t.co/eMBWpwBdft @lucasmolinari1 entrevista a la secretaria de Acceso a la Salud de #Argentina @carlavizzotti para @radiografica893 https://t.co/aiSaqyxFEe
581,POSITIVO,@DiegoArcos14 Seleccionados del Guayas de Natacion siguen en preparacion fisica en cuarentena. #QuedateEnCasa #coronavirus https://t.co/hK7IvZ9rT4
582,POSITIVO,"Todos juntos con el objetivo de disminuir el impacto de la crisis sanitaria por Coronavirus. Gracias a la @UniversidadB , a su rector @ArturoRojasSnc1 y a los estudiantes de la Carrera de Agronomí­a por la donación de 6.500 choclos que se distribuirán en Guaranda Pueblo Solidario. https://t.co/CzkipU8P2z"
583,POSITIVO,#COVID19 | Un estudio realizado por el Municipio de #Portoviejo y la UTM determinó que 8 de cada 10 habitantes del cantón no tienen el virus https://t.co/DuJoaEKaW4 https://t.co/54KVe45tHs
584,POSITIVO,Atención a los requisitos para construcciones. Con disciplina y respeto a las medidas sanitarias venceremos al #coronavirus. #WilsonCañoizaresAlcalde #DauleSeLevanta #DauleResponsable #PilasConLaMascarilla https://t.co/JKOjejCbDm
585,POSITIVO,"A Manos siempre limpias, por tu salud y vida! Las manos son una de las principales fuentes de transmisión de enfermedades y en el caso del coronavirus la puerta de entrada en contacto con la nariz y boca. Identifica como lavarlas correctamente, salva tu vida. #DisciplinaParaVolver https://t.co/YuGA70g1FJ?"
586,POSITIVO,#CoronavirusenEcuador: Chone decide paso a semáforo amarillo desde el 3 de junio. https://t.co/vCyN7UJ5GC https://t.co/6AuFLlVZUf
587,POSITIVO,Aquí­ les dejo el link  https://t.co/kTuoPA3r2t de  Johns Hopkins University en donde  pueden visualizar los casos de coronavirus reportados en tiempo real. #Covid_19 #coronavirusenEcuador #coronavirus #sabadodecuarentena #cuarentena #Dday
588,POSITIVO,Premier League: Los equipos limpios de #coronavirus de cara al reinicio de la temporada  Más detalles https://t.co/7POmBEX4BF
589,POSITIVO,"@RogerRodri No, no es cura para el Coronavirus. Es antídoto para contrarrestar los males espirituales y como elixir de fortaleza en la convalecencia."
590,POSITIVO,"#Ecuador: Salinas pasará a semáforo amarillo desde el lunes 8 de junio, acceso a las playas sigue prohibido || Diario El Comercio || https://t.co/YBZlcUgCOs https://t.co/K08D1AODFv"
591,POSITIVO,La Premier no registra positivos en coronavirus tras últimas pruebas https://t.co/QBaLerJysM
592,POSITIVO,Algunas tarjetas de crédito darán dos meses de gracia a sus clientes https://t.co/gUzcAb55rj
593,POSITIVO,"#Coronavirus | #ibarra #semaforoamarillo El proceso para las personas que normalmente usamos las mascarillas y guantes,  desde el distrito de salud se recomienda que se desinfecte estos desechos y sean colocados en una funda aparte"
594,POSITIVO,"La Defensoría del Pueblo presentó una acción de protección para las familias que aún no pueden localizar los restos mortales de sus parientes, que fallecieron durante la emergencia sanitaria por el COVID-19 en Guayaquil. https://t.co/qtkc9wHvic"
595,POSITIVO,El Gualaceo SC fue el primer club del Azuay en ser tomadas las pruebas para #Covid_19: https://t.co/pVZz7Ad1Sj https://t.co/TuAuRrMxwL
596,POSITIVO,La aplicación francesa #StopCovid para rastrear contactos en caso de contagio con el nuevo coronavirus superó el umbral del millón de usuarios. La app permite a los usuarios ser informados si cruzaron en las últimas dos semanas a otro usuario contagiado de coronavirus. https://t.co/BMZKCIfOEU
597,POSITIVO,El sector se prepara para el turismo post-coronavirus https://t.co/GExJhvE2xG
598,POSITIVO,Un equipo de epidemiólogos de Alemania arribará a Ecuador en los próximos días y traerá consigo una donación de 100.000 pruebas PCR. El objetivo de su visita es fortalecer la gestión y el diagnóstico del coronavirus en el país.  Así informó presidente @Lenin https://t.co/hgtEixXcvR
599,POSITIVO,"Dialogando con unas amigas de formas de hacerles entender a todos que -LOS ANIMALES DE COMPAÑÍA NO CONTAGIAN #coronavirus, QUE POR FAVOR NO LOS ABANDONEN https://t.co/guKym4npRs"
600,POSITIVO,"#ECUADOR | El ministro de Salud, @DrJuanCZevallos, indicó que un total de 2.794 personas se incorporaron al trabajo en primera línea para enfrentar el coronavirus a nivel nacional. https://t.co/EfDcB5U6Zz"
601,POSITIVO,"@alcaldiagye Coronavirus y sin agua, si que los guayaquileños somos supervivientes"
602,POSITIVO,Nos preparamos para el #SemáforoAmarillo y necesitamos que seas responsable con las medidas de prevención y protección para no contagiarte del #Coronavirus. #QuédateEnCasa https://t.co/tvSA8lSshk
603,POSITIVO,La actriz @YalitzaAparicio retoma la pintura y la lectura en la cuarentena. La protagonista de #Roma lanzó un video informativo en lenguas ancestrales para sumar esfuerzos contra el #Covid #LaBrujaEc #coronavirus
604,POSITIVO,"La presidenta de la Comisión Europea, @vonderleyen, presentó ante el Parlamento Europeo los detalles de una propuesta de Fondo de Recuperación para que los países de la UE puedan superar la crisis del #coronavirus. Detalles: https://t.co/eQMyB9VBr0 https://t.co/BT2n9676WU"
605,POSITIVO,Somos vulnerables - El nuevo coronavirus COVID-19 nos ha recordado que nuestra especie es vulnerable. https://t.co/34HLG3ttgc
606,POSITIVO,"El presidente Lenín Moreno (@Lenin) y la canciller de Alemania, Angela Merkel, mantuvieron un diálogo telefónico sobre acciones contra la pandemia de #coronavirus. » https://t.co/uEvllfCw9C #Covid_19"
607,POSITIVO,Tres carpas de triaje para coronavirus se instalarán en los ingresos a Guayaquil. https://t.co/vzp1gMJFmK https://t.co/yeaGObZ23I
608,POSITIVO,"Médicos, enfermeros y auxiliares son considerados héroes de esta crisis sanitaria. Aparte de estar expuestos al contagio por #coronavirus, también se encuentran propensos a un impacto negativo en su salud mental: https://t.co/iZJ9B4q1Nd"
609,POSITIVO,@drfrosero @UTEoficial Utilizo Covid o coronavirus en general en posts y webinars para dejar a lado el tecnicismo y llegar a una audiencia más amplia. No todos mis seguidores son del área de ciencia.
610,POSITIVO,"Lo que aprendí de esta cuarentena, el toque de queda, del coronavirus es a ser mas humilde y un poco menos vanidosa, ahora lo primordial es ayudar al prójimo!!!!"
611,POSITIVO,"Una vacuna efectiva contra el coronavirus, el deseo que toda la humanidad elegiría en este momento». @InfogramaNLes compartimos nuestra #CaricaturaDelDía #InteligenciaColectiva »Para mayor contenido ingresa https://t.co/xM34py4y8H https://t.co/J9aBd9r8We"
612,POSITIVO,La ejecutiva de la Unión Europea propuso esta mañana un fondo de recuperación de $825.000 millones para ayudar a la economía del bloque en la dura recesión provocada por la pandemia del coronavirus. Para más información: https://t.co/T6i8I6dgQ0 https://t.co/usUwjSS4zM
613,POSITIVO,"El Rijksmuseum de Ámsterdam contará con una nueva obra en su exposición, un cuadro del siglo XVI del artista flamenco Spranger fue donado por un marchante de arte, en homenaje a las víctimas del coronavirus.  https://t.co/3WGz49Tiu2"
614,POSITIVO,Coronavirus: Se entregan más de 6000 kits de seguridad para evitar contagios en tiendas de Guayaquil https://t.co/a2IpcQCXne
615,POSITIVO,Contamos con el mejor cardiólogo del Valle de los Chillos. ¡Tu corazón es lo más importante! Debes cuidarlo y hacerle su respectivo chequeo médico. Solo llámanos al: 022 345 222 / 098 704 1006 / 098 935 5632. #coronavirus #Covid_19 #COVID19Ecuador #Covid19Ec #COVID__19 https://t.co/5dOPEisyD9
616,POSITIVO,#NosCuidamosTodos | El distanciamiento social es una forma de no contagiarse de #Covid19. Evita lugares con mucha gente. Siga los consejos del @CDCgov: https://t.co/pSzF44kDOY #AEcuadorLoSacamosTodos https://t.co/HTHhopXq10
617,POSITIVO,"Ey tu coronavirus, no podrás con mis sueños https://t.co/kl2Pcc0zDX"
618,POSITIVO,#Noticias 4 paí­ses de América Latina que lograron aplicar estrategias exitosas de educación a distancia ante la pandemia https://t.co/OTgJGpda0U #Coronavirus #EducaciÃ³n #EducaciónADistancia
619,POSITIVO,"ðSi tenías sí­ntomas o dudas del #Coronavirus COVID-19, contactate con la lí­nea de atención ciudadana al 148. No te automediques y permaneció en tu domicilio #QuedateEnCasa #CuidarteEsCuidarnos https://t.co/21TwGvi4XK"
620,POSITIVO,Fin del confinamiento por coronavirus: qué puedes hacer para evitar contagiarte de covid-19 en diferentes situaciones https://t.co/vVbc63OIME
621,POSITIVO,"#VocesDeLaCiudad | Cristian Rivera, Docente de la Facultad de Atención Pre-hospitalaria de la Universidad Central del Ecuador. Gran porcentaje está en manos de los ciudadanos para prevenir el contagio del coronavirus cumpliendo 4 medidas básicas: uso adecuado de elementos...1/3"
622,POSITIVO,"Te recomendamos descargar la app Cuidar para tener el CUHC a mano, en  https://t.co/1GcEHfpo24. Ahí también vas a poder hacer un autodiagnóstico para chequear tu estado de salud o recibir asistencia en caso de que tengas sí­ntomas compatibles con COVID-19."
623,POSITIVO,"La #cuarentena se extenderá hasta que se logre desarrollar una #vacuna para el #coronavirus. Mientras tanto puedes aprovechar tu tiempo en casa y ganar, para eso está XVFive. Cientos de posibilidades con la primera plataforma de subastas de criptomonedas: https://t.co/CTE7KYK4bc"
624,POSITIVO,"Actitud, perseverancia, profesionalismo. Trabajamos al 100% de manera presencial y por teletrabajo con cumplimiento de protocolos. @AlexiaAlcivar @CassinelliAbg @TradeEcuador @Ambielegsa @Globalminoil #coronavirus #COVID19 #TeletrabajoEc #SemaforoEc #EcuadorEnEmergencia https://t.co/3uaDF5Bj3u"
625,POSITIVO,"En Guayaquil los ciudadanos van perdiendo el temor al coronavirus. El comercio se reactiva, las actividades siguen su curso, calles y almacenes lucen abarrotados y desde la semana pasada se levantaron varias restricciones. Este es parte de mi  recorrido para CNN por la ciudad. https://t.co/6d9OIQvcVC"
626,POSITIVO,"Policía Nacional y miembros de la """"Fundación Jóvenes Porteños por el Mundo"""" entregaron varios kits  alimenticios a familias de: escasos recursos económicos personas con discapacidad y ví­ctimas de la pandemia del Coronavirus. @PoliciaEcuador @GoberElOro https://t.co/eXIsoaLGY0 https://t.co/gbHuvcVCfS"
627,POSITIVO,"Hay mecanismos para que una vacuna contra el coronavirus se distribuya de forma equitativa, la cuestión es si los paí­ses y compañ­as harán uso de ellos"" https://t.co/nCKKX6Qn0"
628,POSITIVO,Un desinfectante podría proteger superficies del coronavirus por 90 días - Infobae https://t.co/HtMDqicaOt
629,POSITIVO,La propina que dejó una figura de la NBA en la reapertura de un restaurante tras el coronavirus: Estaba temblando y tenía lágrimas de felicidad- Infobae https://t.co/eVxDXlGELy
630,POSITIVO,"#Coronavirus: Cómo decirle a otra persona que mantenga su distancia o que se ponga la mascarilla, sin parecer irrespetuoso o agresivo https://t.co/FBUzyoUV7e https://t.co/IbqrlB5dj0"
631,POSITIVO,"La cifra oficial de personas que se recuperaron de #Covid_19 en  #Ecuador ascendió a 3.700, según informó el Ministerio @Salud_Ec, la mañana de este miércoles 27 de mayo de 2020. Detalles https://t.co/yPjys0V0fQ https://t.co/bfVUohGGbB"
632,POSITIVO,"#Coronavirus: Se trata de la primera máquina, en el mundo, que de forma autónoma toma muestras de la garganta de pacientes para realizar tests que ayuden a frenar la pandemia. https://t.co/igIqc8TWDQ"
633,POSITIVO,"Profesionales alemanes realizarán un intercambio estratégico del manejo de la pandemia con expertos de 4 laboratorios de Guayas, Manabí e Imbabura. La idea es incrementar las capacidades de diagnóstico y tratamiento del coronavirus. @EmbajadaEcuDEU https://t.co/QvpvdIuedW"
634,POSITIVO,"Coronavirus: Nadie perderá este año lectivo, dice ministra de Educación Monserrat Creamer | ElUniverso https://t.co/WLx7r5NcMi https://t.co/Ex5uazTeKN"
635,POSITIVO,"#PrevenciónEsSalud El personal debe ser capacitado sobre todo lo concerniente al coronavirus, sí­ntomas y medidas preventivas. #AgroProtegido https://t.co/kdRDmYMXMo"
636,POSITIVO,"@LuchoBaldeon Somos vulgares y patanes  la culpa es de Correa, el coronavirus culpa de Correa.  Ya dejemos ese complejo y hagamos las cosas bien y demos ejemplo de decencia, honestidad y ser buenas o con esos argumentos creen que va a mejorar nuestro país...!"
637,POSITIVO,"@turcacat @lissetteCv6 La culpa es de Correa dicen !!  ( Aunque los valores no se los dió Correa, desde la casa ya vienen así, tienen en los genes en su ADN ) #pillodecuna #coronavirus"
638,POSITIVO,Rogaría 🙏🏼 #TikTok #tiktokers #COVID19ec #QuedateEnCasa #coronavirus #Estudia #Mongoles #PandemiaDelCoronavirus https://t.co/vPDP3kR1jl
639,POSITIVO,"La obra entregada es parte de la serie ""40 días 40 obras"" realizada en alusión al #COVID19 por artistas guayaquileños e impulsada por Angela de Manrique. La venta de las obras destinó fondos para personas de la 3era edad afectadas por el coronavirus."
640,POSITIVO,En determinado momento uno piensa en que más le vale que al final aparezca la cura del coronavirus https://t.co/NYeBr6H5sw
641,POSITIVO,Cuenca recibe otros 22.000 artículos de protección y 400 test más para la detección del coronavirus en el área de Salud https://t.co/sSFWqNUkLV https://t.co/qoKXwKWN5B
642,POSITIVO,"#FútbolEC También hay tranquilidad en @ClubMushucRuna1 por no tener positivos para ""coronavirus"" https://t.co/Y0DnOBHnnI https://t.co/UMQKP21Yuv"
643,POSITIVO,Mushuc Runa no cuenta con casos positivos de coronavirus en la plantilla de sus jugadores https://t.co/qn8VkgCtNM
644,POSITIVO,#ATENCIÓN | Según cifras oficiales hay 3.700 personas recuperadas y se ha dado el alta hospitalaria a 4.021. La información completa en PRIMICIAS. » https://t.co/gdl1SJ4hQp #COVID19 https://t.co/cbfWk8lKK7
