ItemID,Sentiment,SentimentText
79,NEUTRO,"🔴#CovidAlDía | CIFRAS DIARIAS DEL CORONAVIRUS EN ECUADOR (25/05/2020)  *Datos entregados por @Riesgos_Ec*  Estas son las cifras que ha arrojado el #Covid19Ec. Actualizadas del Lunes 25 de Mayo del 2020, en el país.  #NosCuidamosTodos #JuntosNosCuidamos #Covid19Ecuador https://t.co/EfEFFMLlAe"
80,NEUTRO,RT @ChristianSuzuki: 71 días de emergencia y solo una política fallecida en Ecuador... que ineficiencia la del coronavirus para llevarse a…
81,NEGATIVO,RT @CarlosVerareal: Alarmante aumento de casos de coronavirus en Quito | Ecuavisa // Qué falló allá? https://t.co/AFV332OShM
82,NEUTRO,RT @ChristianSuzuki: 71 días de emergencia y solo una política fallecida en Ecuador... que ineficiencia la del coronavirus para llevarse a…
83,NEUTRO,"No, señorita. El coronavirus no le va a brincar de mi pantalón."
84,NEUTRO,"RT @Martinminguchi: Las cifras de Medellín asombran. En todo el departamento de Antioquia, que tiene 6,4 millones de habitantes hay, hasta…"
85,NEUTRO,"RT @Expresoec: La letalidad del coronavirus en #Quito se ha incrementado en un 226 %, desde el pasado 14 de mayo. Los detalles. ⬇️"
86,NEUTRO,71 días de emergencia y solo una política fallecida en Ecuador... que ineficiencia la del coronavirus para llevarse a los que realmente se lo merecen.
87,POSITIVO,"La propagación continua de la epidemia de coronavirus también ha desencadenado grandes epidemias de virus ideológicos que estaban latentes en nuestras sociedades: noticias falsas, teorías de conspiración paranoicas, explosiones de racismo. Slavoj Zizek"
88,NEUTRO,"RT @Expresoec: Ecuador sigue luchando no solo contra el #coronavirus, sino  contra una pandemia paralela, la presunta corrupción: https://t…"
89,NEUTRO,"RT @Expresoec: Ecuador sigue luchando no solo contra el #coronavirus, sino  contra una pandemia paralela, la presunta corrupción: https://t…"
90,NEUTRO,Cómo limpiar su establecimiento. https://t.co/TSbN0BKgIf
91,NEUTRO,"RT @Martinminguchi: Las cifras de Medellín asombran. En todo el departamento de Antioquia, que tiene 6,4 millones de habitantes hay, hasta…"
92,POSITIVO,Otra cosa triste que nos está dejando el coronavirus es la realidad de la inexistencia de los viajes en el tiempo. O al menos no en este universo.
93,NEGATIVO,RT @mundoactualizat: #ECUADOR  INICIÓ EL PARO EN MEDIO DE LA PANDEMIA DEL #COVID_19   Cientos de ecuatorianos vencieron el miedo de contagi…
94,POSITIVO,RT @Expresoec: Expertos señalaron que la probabilidad de que el #COVID19 entre en el sistema de climatización o extracción de aire y se dif…
95,NEUTRO,"RT @manabi_noticias: #URGENTE | #MANABÍ #Portoviejo empieza a olvidar que el #coronavirus es mortal.  Así vive la ciudad, haciéndole muecas…"
96,POSITIVO,"RT @ntubay: La @espol también va tras una vacuna contra el Covid-19.  Más que a la competencia global, apunta a crear una plataforma para p…"
97,POSITIVO,RT @Expresoec: Sigue el avance de las noticias más destacas sobre el #coronavirus en Ecuador y el mundo con el minuto a minuto de EXPRESO. 🔽
98,NEUTRO,"RT @Expresoec: Ecuador sigue luchando no solo contra el #coronavirus, sino  contra una pandemia paralela, la presunta corrupción: https://t…"
99,POSITIVO,RT @wilfridolaz: ¿En serio? Lo pide el que ha co-gobernado con Lenín Moreno y que con CREO votaron juntitos de la mano a favor de esa nefas…
100,NEGATIVO,RT @CarlosVerareal: Alarmante aumento de casos de coronavirus en Quito | Ecuavisa // Qué falló allá? https://t.co/AFV332OShM
101,NEUTRO,"Ecuador sigue luchando no solo contra el #coronavirus, sino  contra una pandemia paralela, la presunta corrupción: https://t.co/uSiBWpXrMU"
102,NEUTRO,"RT @angelrd: El PP y Cs entregan la presidencia de la Comisión para la Reconstrucción de Andalucía a VOX, el único grupo que votó en contra…"
103,POSITIVO,"RT @Primicias: [DATA] | El 26 de mayo es una fecha clave para el futuro de los habitantes de #Quito. Ese, ha sido señalado por las autorida…"
104,NEGATIVO,RT @CarlosVerareal: Alarmante aumento de casos de coronavirus en Quito | Ecuavisa // Qué falló allá? https://t.co/AFV332OShM
105,POSITIVO,"RT @eluniversocom: Inversión de 1000 millones de dólares en Salud alista Ecuador en caso de un rebrote de coronavirus, dice embajador Crist…"
106,NEUTRO,¿Trae el coronavirus el fin de la oficina cool como elemento de identidad corporativa? https://t.co/oCQOdzBTia https://t.co/7EP2Z46U7T
107,NEUTRO,"RT @alfaT801: No permiten reunirse, no permiten despedirnos de nuestros muertos por el coronavirus, no permiten abrir parques, no permiten…"
108,POSITIVO,RT @Expresoec: Expertos señalaron que la probabilidad de que el #COVID19 entre en el sistema de climatización o extracción de aire y se dif…
109,NEUTRO,RT @Expresoec: La  Espol se suma a la búsqueda mundial de la vacuna contra el coronavirus: https://t.co/DCT8PXtixq
110,NEUTRO,"RT @Martinminguchi: Las cifras de Medellín asombran. En todo el departamento de Antioquia, que tiene 6,4 millones de habitantes hay, hasta…"
111,POSITIVO,"RT @Primicias: [DATA] | El 26 de mayo es una fecha clave para el futuro de los habitantes de #Quito. Ese, ha sido señalado por las autorida…"
112,NEUTRO,"RT @manabi_noticias: #URGENTE | #MANABÍ #Portoviejo empieza a olvidar que el #coronavirus es mortal.  Así vive la ciudad, haciéndole muecas…"
113,NEUTRO,RT @Expresoec: La  Espol se suma a la búsqueda mundial de la vacuna contra el coronavirus: https://t.co/DCT8PXtixq
114,POSITIVO,Expertos señalaron que la probabilidad de que el #COVID19 entre en el sistema de climatización o extracción de aire y se difunda por los conductos es muy baja.  https://t.co/4N6LttviDr
115,NEUTRO,"De los diez barrios con el mayor número absoluto de muertes causadas por el coronavirus, ocho tienen más negros que el promedio de São Paulo. Mira este y más datos sobre muertes en Brasil, analizados por @agenciapublica https://t.co/lwITvUiaDj"
116,POSITIVO,"RT @Martinminguchi: Aquí el video completo, no la versión cortada y humorística, donde Jaime Vargas habla de la conexión entre la educación…"
117,POSITIVO,"RT @Martinminguchi: Aquí el video completo, no la versión cortada y humorística, donde Jaime Vargas habla de la conexión entre la educación…"
118,NEUTRO,RT @Expresoec: La  Espol se suma a la búsqueda mundial de la vacuna contra el coronavirus: https://t.co/DCT8PXtixq
119,POSITIVO,RT @KamchatkaEc: El gobierno debe dejar la muletilla de que nadie estaba preparado. Un sistema de salud bien institucionalizado ha permitid…
120,NEGATIVO,RT @JuanPablo_Alban: Coronavirus | De enfermedad respiratoria a multisistémica: cómo en pocas semanas cambió radicalmente lo que sabemos so…
121,NEUTRO,Luis por qué te preocupa tanto el coronavirus en tu país.... https://t.co/9BRdQKLa9Y
122,POSITIVO,"RT @Expresoec: Los niños representan el 1,6 % del total de casos. En las calles de Guayaquil se ven a familias en los semáforos. https://t.…"
123,POSITIVO,"RT @artumoscoso: ¿Se mueren de ganas de pasar a ""semáforo amarillo""? Lean esto primero.   #coronavirus #coronavirusecuador     https://t.co…"
124,POSITIVO,"RT @Martinminguchi: Aquí el video completo, no la versión cortada y humorística, donde Jaime Vargas habla de la conexión entre la educación…"
125,NEGATIVO,RT @CarlosVerareal: Alarmante aumento de casos de coronavirus en Quito | Ecuavisa // Qué falló allá? https://t.co/AFV332OShM
126,POSITIVO,"RT @marcoculquisMd: #ATENCION En #Ecuador no hacen las pruebas porque, deben cumplir el protocolo. El mensaje está claro. Hay que testear p…"
127,POSITIVO,RT @eluniversocom: Coronavirus: Cuenca cumple su primer día en semáforo amarillo con reanudación de los recorridos del Tranvía y reapertura…
128,POSITIVO,RT @Expresoec: Sigue el avance de las noticias más destacas sobre el #coronavirus en Ecuador y el mundo con el minuto a minuto de EXPRESO. 🔽
129,POSITIVO,"RT @Primicias: [DATA] | El 26 de mayo es una fecha clave para el futuro de los habitantes de #Quito. Ese, ha sido señalado por las autorida…"
130,NEUTRO,"RT @angelrd: El PP y Cs entregan la presidencia de la Comisión para la Reconstrucción de Andalucía a VOX, el único grupo que votó en contra…"
131,NEUTRO,"RT @angelrd: El PP y Cs entregan la presidencia de la Comisión para la Reconstrucción de Andalucía a VOX, el único grupo que votó en contra…"
132,NEUTRO,RT @Expresoec: La  Espol se suma a la búsqueda mundial de la vacuna contra el coronavirus: https://t.co/DCT8PXtixq
133,NEUTRO,RT @Expresoec: La  Espol se suma a la búsqueda mundial de la vacuna contra el coronavirus: https://t.co/DCT8PXtixq
134,POSITIVO,"RT @ASotomayorEcu: Hemos avanzado mucho. Hemos alcanzado un sinnúmero de objetivos. Sabemos que queda mucho por hacer, pero ahora es tiempo…"
135,NEUTRO,"RT @teleamazonasec: 2,3 millones de personas se han recuperado del #COVID19 en el mundo -&gt",https://t.co/JHirzAbGo8 https://t.co/2D60XBYFU4
136,NEUTRO,RT @DiarioExtraEc: ¡Michela Pincay tuvo que cerrar su local de Guayarte! https://t.co/x2GUhRwGBl https://t.co/LAMFnuPKxu
137,NEUTRO,"RT @Expresoec: El ministro de Exteriores chino criticó a las autoridades estadounidenses, pero también llamó a trabajar en conjunto en el m…"
138,POSITIVO,"RT @jorgeharbviteri: Coronavirus y tu Pu... madre, no vas a poder con Guayaquil... muy buen trabajo médicos y enfermeros del @OMNIHospital…"
139,NEGATIVO,RT @CarlosVerareal: Alarmante aumento de casos de coronavirus en Quito | Ecuavisa // Qué falló allá? https://t.co/AFV332OShM
140,POSITIVO,"COVID 19. HASTA DÓNDE LLEGA LA CORRUPCIÓN? Qué podemos esperar,  De qué se trata todo esto? Líderes comunistas matando y adueñándose del mundo? Triste realidad Hacen prueba de coronavirus a papaya y cabra... ¡dieron positivo! https://t.co/XbiFZqUHWl vía @Excelsior"
141,NEUTRO,"RT @Martinminguchi: Las cifras de Medellín asombran. En todo el departamento de Antioquia, que tiene 6,4 millones de habitantes hay, hasta…"
142,NEUTRO,RT @el_telegrafo: Varios países del mundo han iniciado el lunes un lento proceso de reapertura de comercios y otras actividades públicas a…
143,POSITIVO,RT @servifumi: ¡A PRUEBA DE TODO TIPO DE PLAGA! ⚠️🦸‍♂️¡DESINFECTAMOS TUS ESPACIOS Y VEHÍCULOS! -- ¡EVITA MOLESTIAS A FUTURO! 16 años en ser…
144,POSITIVO,"RT @eluniversocom: Aerolínea Latam anunció nuevos despidos debido al coronavirus en Ecuador, Chile, Perú y Colombia. ► https://t.co/FW80hO2…"
145,NEUTRO,"RT @angelrd: El PP y Cs entregan la presidencia de la Comisión para la Reconstrucción de Andalucía a VOX, el único grupo que votó en contra…"
146,POSITIVO,"RT @bergmannerestu: Seguiremos trabajando por el bienestar de Manabí y la Patria, muchas gracias por este espacio a @radiolavoz1570 y bendi…"
147,NEGATIVO,@luisevivanco Sr pauta y ud k decía que el pueblo x miedo al coronavirus no saldría a las calles...
148,POSITIVO,RT @Expresoec: Sigue el avance de las noticias más destacas sobre el #coronavirus en Ecuador y el mundo con el minuto a minuto de EXPRESO. 🔽
149,POSITIVO,RT @ecsports593: Los Universitarios ya tienen una protección contra el Coronavirus https://t.co/6OqANbpHKr https://t.co/JfcMZGeug1
150,NEUTRO,RT @afpquito: 🇪🇨 Sindicatos y otros grupos sociales desafiaron las restricciones por el #coronavirus y organizaron marchas este lunes en va…
151,POSITIVO,RT @GKecuador: Para hacer una mascarilla de tela que cumpla con las regulaciones del CDC se necesitan: - Dos rectángulos de tela de 25x15cm…
152,NEUTRO,RT @Deporvito: #URGENTE   ¡PRESIDENTE DE UN CLUB ECUATORIANO SE ENCUENTRA INTERNADO DEBIDO AL COVID-19!  (AQUÍ LOS DETALLES) https://t.co/V…
153,POSITIVO,RT @Deporvito: #URGENTE   ¡DOS NUEVOS CASOS DE CORONAVIRUS EN LA PREMIER LEAGUE TRAS UN COMUNICADO OFICIAL!   (AQUÍ LOS DETALLES) https://t…
154,POSITIVO,RT @Expresoec: Sigue el avance de las noticias más destacas sobre el #coronavirus en Ecuador y el mundo con el minuto a minuto de EXPRESO. 🔽
155,NEGATIVO,"RT @el_telegrafo: Suecia supera los 39 fallecidos por 100 mil habitantes debido al #coronavirus, causante de la enfermedad #covid_19, lo qu…"
156,POSITIVO,RT @Expresoec: Sigue el avance de las noticias más destacas sobre el #coronavirus en Ecuador y el mundo con el minuto a minuto de EXPRESO. 🔽
157,POSITIVO,"RT @eluniversocom: Inversión de 1000 millones de dólares en Salud alista Ecuador en caso de un rebrote de coronavirus, dice embajador Crist…"
158,NEGATIVO,RT @CarlosVerareal: Alarmante aumento de casos de coronavirus en Quito | Ecuavisa // Qué falló allá? https://t.co/AFV332OShM
159,POSITIVO,Sigue el avance de las noticias más destacas sobre el #coronavirus en Ecuador y el mundo con el minuto a minuto de EXPRESO. 🔽
160,POSITIVO,RT @eluniversocom: Coronavirus: Cuenca cumple su primer día en semáforo amarillo con reanudación de los recorridos del Tranvía y reapertura…
161,POSITIVO,"RT @Primicias: [DATA] | El 26 de mayo es una fecha clave para el futuro de los habitantes de #Quito. Ese, ha sido señalado por las autorida…"
162,POSITIVO,RT @carolgrillito: ¡ATENTI!  Aquí parte de la desgraciada historia del morenato.   @Lenin en cambio mintiendo en la @AsambleaEcuador   http…
163,NEUTRO,"RT @angelrd: El PP y Cs entregan la presidencia de la Comisión para la Reconstrucción de Andalucía a VOX, el único grupo que votó en contra…"
164,POSITIVO,"@CNNEE Paradójico que el 2%de acomodados tengan dinero en paraiso fiscales, se les condone deudas tributarias por $4.500millones, tras eso sean lis que más ganan en época de coronavirus. Lo que son realmente DESCARADOS, TRAIDORES, VENDE PATRIA COMO @Lenin"
165,POSITIVO,"[DATA] | El 26 de mayo es una fecha clave para el futuro de los habitantes de #Quito. Ese, ha sido señalado por las autoridades como el día en que la ciudad alcanzará su pico de contagios y fallecidos por coronavirus. » https://t.co/zsle1Or9v9 #COVID19"
166,POSITIVO,"Los niños representan el 1,6 % del total de casos. En las calles de Guayaquil se ven a familias en los semáforos. https://t.co/LmsFR1IlYY"
167,POSITIVO,Coronavirus: Cuenca cumple su primer día en semáforo amarillo con reanudación de los recorridos del Tranvía y reapertura de Catedral. ► https://t.co/gVisZD5Tte https://t.co/YdigTKmcFk
168,NEUTRO,RT @Expresoec: La  Espol se suma a la búsqueda mundial de la vacuna contra el coronavirus: https://t.co/DCT8PXtixq
169,POSITIVO,Origen del coronavirus: la respuesta de la directora del instituto de Wuhan al que EE.UU. señala como punto del partida del SARS-CoV-2 https://t.co/llfReMFCUl https://t.co/rc6q5Had6W
170,NEUTRO,#URGENTE   ¡PRESIDENTE DE UN CLUB ECUATORIANO SE ENCUENTRA INTERNADO DEBIDO AL COVID-19!  (AQUÍ LOS DETALLES) https://t.co/VDA5Iyy6tA https://t.co/VM3U3mMUtT
171,POSITIVO,#URGENTE   ¡DOS NUEVOS CASOS DE CORONAVIRUS EN LA PREMIER LEAGUE TRAS UN COMUNICADO OFICIAL!   (AQUÍ LOS DETALLES) https://t.co/WviWqxZ3os https://t.co/A0c3K6DuMt
172,POSITIVO,RT @Salud_CZ8: Coordinador @MD_FranciscoPG y Directora Distrital @Ruthquin2 recorren el Centro de aislamiento temporal para pacientes #Covi…
173,POSITIVO,RT @wilfridolaz: ¿En serio? Lo pide el que ha co-gobernado con Lenín Moreno y que con CREO votaron juntitos de la mano a favor de esa nefas…
174,POSITIVO,"RT @nacho_ma92: Ese es el tipo de gente que necesita Ecuador  en administración pública y también privada, no esas momias.  https://t.co/IM…"
175,NEGATIVO,"RT @el_telegrafo: Suecia supera los 39 fallecidos por 100 mil habitantes debido al #coronavirus, causante de la enfermedad #covid_19, lo qu…"
176,POSITIVO,"RT @eluniversocom: Inversión de 1000 millones de dólares en Salud alista Ecuador en caso de un rebrote de coronavirus, dice embajador Crist…"
177,POSITIVO,Qué le hace el jabón al nuevo coronavirus | AFP Animé https://t.co/blALjBWoOE vía @YouTube
