"258,NEGATIVO,""Hace exactamente 3 meses, así reportaban los medios impresos el primer caso importado de coronavirus en Ecuador. Mucho pasó desde entonces: cifras que no cuadraban (ni cuadraron nunca), negligencia gubernamental, negociado hasta con los muertos, corrupción sistemática... https://t.co/GcYwGVgLXs""";;;;;
"259,NEGATIVO,""#EMERGENCIA | #CORONAVIRUS 38.843 casos confirmados y 5.494 #muertes en el contexto de la pandemia por el #Covid_19 en Ecuador. https://t.co/QTB8KpqhrO""""""";;;;;
260,NEGATIVO,Ecuador amanece este 31 de mayo de 2020 con 39.098 casos positivos de coronavirus y 3.358 fallecidos confirmados del virus.  https://t.co/epLpnc6OxT https://t.co/a3xWVspGKZ;;;;;
261,NEGATIVO,El coronavirus viendo como a Machala le vale v y siguen saliendo sin mascarilla y sin respetar el distanciamiento https://t.co/tduhqZauSK;;;;;
262,NEGATIVO,Última hora sobre el #coronavirus en España y el mundo. https://t.co/M5YkZ74TAB;;;;;
"263,NEGATIVO,""#ACTUALIDAD | La Comisión Interamericana de Derechos Humanos expresó """"alarma"""" por la propagación del nuevo coronavirus en los pueblos indí­genas amazónicos de Ecuador.""";;;;;
264,NEGATIVO,Los manifestantes aumentan el riesgo de contraer y propagar el coronavirus https://t.co/ODR99BRtGu Clic https://t.co/6pQfslPd9K https://t.co/O31QWH6KjS;;;;;
"265,NEGATIVO,""El turismo en tiempos del coronavirus, ¿una oportunidad de negocio? https://t.co/e3vSwyKn8B""";;;;;
266,NEGATIVO,La gente es más mala que el coronavirus.;;;;;
"267,NEGATIVO,""Con o sin cuarentena, la economí­a se cae | El coronavirus provocó la gran recesión global. El aislamiento social salva vidas y no es el causante del colapso de la actividad y el empleo https://t.co/HUJ6pimEpC a través de @Pagina12""";;;;;
"268,NEGATIVO,""Cuarentena por coronavirus | Qué es la """"generación confinada"""" que sufrirá los efectos económicos del coronavirus por al menos una década https://t.co/NpanoyM5TQ""";;;;;
"269,NEGATIVO,""Amotinamiento en el CRS Turi de Cuenca, en la jornada previa un PPL falleció por coronavirus y los internos pidieron, mediante videos enviados desde la cárcel, que se les brinde atención médica e insumos de protección. https://t.co/mMQgO2oUiw""";;;;;
"270,NEGATIVO,""Es más difí­cil para los hospitales salvar vidas si todos se enferman al mismo tiempo, por tal motivo, el distanciamiento social es muy importante en la lucha contra el coronavirus.""";;;;;
271,NEGATIVO,En mi casa si estornudas... Mi papá ya no te dice salud ahora te dice: afuera afuera coronavirus.;;;;;
"272,NEGATIVO,""@MunicipioQuito Centro de Distribución de Coronavirus";;;;;
;;;;;
"Como pueden ser tan IMBECILES???? https://t.co/lGB174DmZ1""";;;;;
273,NEGATIVO,El entrenador del Atalanta sufrí­a coronavirus cuando se enfrentó al Valencia https://t.co/HcY9jQBWKX;;;;;
"274,NEGATIVO,""Definitivamente no estamos preparados... la anarquía en este país es algo cultural, no quiero ni imaginarme los protocolos de Bioseguridad. #CoeNacional #LigaPro #coronavirus #FEF https://t.co/Z0ll4vQAYD""";;;;;
"275,NEGATIVO,""Director provincial del IESS en #Azuay asegura que, desde el martes 9 de junio se tendrá un piso más para cuidados intensivos, para pacientes con coronavirus. #NoticiasUnsion https://t.co/YSxQ6s96ro""";;;;;
"276,NEGATIVO,""¡Atención! La provincia de #ElOro registra 1.094 casos confirmados de coronavirus, a nivel nacional ascienden a 39.098 casos, los fallecidos suman 3.358. https://t.co/SKali4DLwC""";;;;;
277,NEGATIVO,Solo falta que uno de los dos tenga Coronavirus y se arma la huevada;;;;;
278,NEGATIVO,¿Y la discapacidad dónde queda? No olvidemos que en esta crisis sanitaria y económica provocada por el #coronavirus las personas con discapacidad tienen mayor riesgo de vulnerabilidad y discriminación por el aumento de barreras arquitectónicas y sociales. https://t.co/EiXSeI93d7;;;;;
279,NEGATIVO,#Coronavirus fin del mundo para el pueblo. #anonymus fin del mundo para las celebridades. https://t.co/PZnHg1KWAE;;;;;
"280,NEGATIVO,""#EMERGENCIA | #MANABÍ Conozca al #portovejense que se enfrentó a la #muerte en Wuhan, epicentro de la pandemia mundial por el #coronavirus. https://t.co/M7WaRTGtyl""";;;;;
"281,NEGATIVO,""@ecuavisa Es de la misma calaña que larreategui dueño de la UDLA demócrata popular los del feriado bancario ,hoy el del del feriado del coronavirus""";;;;;
282,NEGATIVO,Lo peor es que el resto de la gente no apoya al ciudadano que le reclama al sinverguenza del chofer de la unidad. Viva el coronavirus y los posibles contagios de esos pasajeros. https://t.co/IAPNCVlHRz;;;;;
283,NEGATIVO,Que bestia el año pasado mis papás tenían sus trabajos que les ha costado mucho mantener y dos negocios propios. Bastaron dos meses de coronavirus para que los ingresos de ambos se desplomen y los negocios quiebren.;;;;;
"284,NEGATIVO,""Las cifras actualizadas del avance del coronavirus en Ecuador registran hoy, 31 de mayo, 39.098 casos confirmados en el paí­s y 3.358 personas fallecidas.""";;;;;
"285,NEGATIVO,""Además de los datos globales de la pandemia, el COE informó que #Guayas sigue siendo la provincia con la mayoría de casos, agrupando el 46,6% de los mismos. Luego, en el orden de cantidad de casos, siguen #Pichincha, #Manabí y #LosRí­os. » https://t.co/nx6rjGOprH #Covid_19 https://t.co/rVbxb4yA8X""";;;;;
286,NEGATIVO,#Coronavirus: La provincia registró 99 casos más que los contabilizados en el reporte del dí­a anterior. https://t.co/CQ1q6LWkYw;;;;;
"287,NEGATIVO,""Hoy nos sumamos al #ProgramaLupa, una colaboración entre 10 paÃ­ses de América Latina, coordinada por @SaludconLupa, para cubrir el covid-19 y sus efectos en el continente. Este es el primer reportaje que responde ¿cómo salen de cuarentena nuestros países? https://t.co/6tylx5bi6T""";;;;;
"288,NEGATIVO,""VIDA JORGE GLAS CORRE PELIGRO DE MUERTE #GlasEsInocente Padece muchas dolencias, cuyo cuerpo, no resistiría el impacto del """"""""coronavirus"""""""". Médico ha ordenado traslado de celda, pero,Moreno,no lo hace. Si Glas MUERE, gobierno asesino será culpable.CRIMINALES. RT @JorgeGlas https://t.co/i9fWM8eLj9""";;;;;
289,NEGATIVO,Puros marihuaneros. El Coronavirus hará su magia. https://t.co/jLFMAZUp2T;;;;;
"290,NEGATIVO,""Quien iba a pensar que estando en mis mejores años, en mis años mas cogibles, iba aparecer el hijueputa coronavirus y no me dejará ejercerlo""";;;;;
291,NEGATIVO,Coronavirus: La risa que resonó más alto que la epidemia https://t.co/xZyMa4cit5;;;;;
292,NEGATIVO,Para los que decí­an que más se mueren por otra cosa que por coronavirus... https://t.co/o3ZW8UradJ;;;;;
293,NEGATIVO,Las cifras de contagios de #Covid_19 del 30 de mayo se dieron a conocer en la madrugada del domingo 31 de mayo. El MSP (@Salud_Ec ) registra 272 nuevos casos de #coronavirus en #Ecuador. » https://t.co/6pW8R7uB7b https://t.co/wGLvUfFosl;;;;;
294,NEGATIVO,Imbabura y Carchi suman 354 casos de coronavirus - Diario EL NORTE https://t.co/IoJ6Sd65Uk;;;;;
295,NEGATIVO,Una realidad alarmante que no nos puede ser indiferente @cpal_social© â€œLos indÃ­genas son los más golpeados por el coronavirus entrevista a @mauloco29© Secretario Ejecutivo de @redamazonia©  https://t.co/20C62hqc2p;;;;;
"296,NEGATIVO,""El 8 de junio empieza la aplicación de Protocolo Sanitario, no es fecha para reinicio de entrenamientos, aclara #LigaPro https://t.co/dqgPjfY9qv https://t.co/LnLDUOpoM5""";;;;;
297,NEGATIVO,Mera vengan pa Naranjito que en los chinchorros no hay coronavirus quejestooooooooo ;;;;;
298,NEGATIVO,el coronavirus viendo cómo ya nadie le presta atención por estar pendientes al lanzamiento de una nave al espacio y por el regreso de #Anonymous https://t.co/Vm4acPldsw;;;;;
"299,NEGATIVO,""Dedicado a todos los padres y madres que tienen que salir a trabajar en tiempos de coronavirus, siempre todo el esfuerzo que se hace es por la familia https://t.co/jQ8P9U7Y0T""";;;;;
"300,NEGATIVO,""#ECUADOR | La Comisión Interamericana de Derechos Humanos (CIDH) expresa alarma por el contagio del coronavirus en los pueblos indígenas amazónicos como Kichwa, Waorani, Achuar, Shuar, Siekopai y Shiwiade. Se registran 181 casos, 7 fallecidos por el virus y 3 muertes sospechosas. https://t.co/z7xvzhCzQY""";;;;;
"301,NEGATIVO,""Si #Emirates hace despidos, imaginen cómo está la situación por el #coronavirus https://t.co/zHaGDDrQ2l""";;;;;
302,NEGATIVO,Rafael #Nadal estalló contra la política española en tiempos de coronavirus: Que nos saquen de esta - Infobae https://t.co/FsjteOb8cM @GisellaOrd;;;;;
"303,NEGATIVO,""Hasta el sÃ¡bado 30 de mayo Ecuador registró 38.843 casos positivos de coronavirus, mientras que la cifra de fallecidos en el contexto de la pandemia es de 5.494.    https://t.co/cAwpaBFSW4 https://t.co/rD9e98MVeU""";;;;;
"304,NEGATIVO,""El 8 de junio empieza la aplicación de """"Protocolo Sanitario"""", no es fecha para reinicio de entrenamientos, aclara LigaPro  https://t.co/MX9o2ii8Fa https://t.co/LDqvCfesCK""";;;;;
"305,NEGATIVO,""#Deportes| Gian Piero Gasperini entrenador del Atalanta confesó que tení­a coronavirus en el partido por Liga de Campeones ante el Valencia, confesó este domingo. https://t.co/26K4f7mDOg""";;;;;
"306,NEGATIVO,""@RicardoFloresG No soy cientí­fico pero por lo que he leí­do del tema, el Coronavirus es de la familia de virus que más fácilmente evolucionan o mutan hacia una nueva cepa, como la gripe, por eso no hay una vacuna única contra la gripe. El virus que se agotó creo que fue el de la viruela""";;;;;
307,NEGATIVO,Coronavirus en la Franja de Gaza. Cómo proteger a una de las zonas más densamente pobladas del planeta.  https://t.co/HCPMsttbN2;;;;;
"308,NEGATIVO,""@InformatManabi @agustinintriago @CarlosVerareal Es una pena no conocí al difunto, pero así debería caerle coronavirus al ladro de Nathael, que al fin Pajan se libre de este ladrón hijo de puta.""";;;;;
309,NEGATIVO,No entiendo la lógica de prohibir que la gente salga el domingo. ¿Alguien me explica? ¿Será que es el dí­a que más le gusta pasear al coronavirus?;;;;;
"310,NEGATIVO,""#Mundo: """"Coronavirus asciende a 6 millones de contagiados en 9 dí­as https://t.co/R6ePORoJHY"""" https://t.co/2pvkefEET2""";;;;;
"311,NEGATIVO,""En estos momentos de crisis, es importante recurrir a fuentes oficiales que nos permmitan tener información verificada. No demos cabida a las #FakeNews. #RespuestaCOVID19 #coronavirus #RespuestaFeminista #CuidaAQuienTeCuida #IgualdadDeGénero https://t.co/mY4IHFDJLL""";;;;;
"312,NEGATIVO,""#Ecuador: """"Aucas confirmó el primer caso positivo de coronavirus en un empleado de club https://t.co/POGVNYHucQ"""" https://t.co/g7amXkO9Re""";;;;;
"313,NEGATIVO,""El @CSEmelec fue el primer equipo profesional de fútbol del #Ecuador en dar el puntapié inicial en los entrenamientos, se adelantó al resto de clubes, pues el inicio está programado para el 8 de junio, según anunció la @LigaProEC https://t.co/622yErMZvZ https://t.co/hXJCvGq9ey""";;;;;
"314,NEGATIVO,""Casos de #CoronavirusEnEcuador, hasta el sábado 30 de mayo: 38 843 confirmados (cifras oficiales fueron difundidas la madrugada de este domingo) https://t.co/KnbRry8FF1 https://t.co/SgOwY6XWle""";;;;;
315,NEGATIVO,Tres provincias de Castilla-La Mancha no registraron fallecidos por coronavirus en el dí­a de ayer https://t.co/0OV2DJK1bq https://t.co/E5MbzuSUoj;;;;;
"316,NEGATIVO,""A las 2h20 de este domingo, @Salud_Ec  envío el reporte  estadístico de #CoronavirusEnEcuador del sábado 30 de mayo. Se registraron 38.843 casos positivos de #Covid_19";" 3.346 personas fallecidas con diagnóstico confirmado de #coronavirus, y 2.148 muertes probables. https://t.co/2aCW6gPMTm""";;;;
317,NEGATIVO,#Emelec confirma 8 casos de coronavirus https://t.co/jZkUhgMFPD;;;;;
318,NEGATIVO,Más webcam. El coronavirus ha borrado de las calles y recluido en pisos y clubes con la persiana echada a miles de prostitutas. Están ahogadas de deudas tras dos meses en blanco y obligadas a reinventarse para comer  https://t.co/RTBaoPTrxb;;;;;
"319,NEGATIVO,""Mi tí­o Guillermo Arosemena Arosemena, de intelecto como muy pocos, dando testimonio del poder de la oración. https://t.co/y9LvhKKaWZ #OremosJuntos #coronavirus""";;;;;
320,NEGATIVO,El número de casos de coronavirus en el mundo supera los seis millones https://t.co/XzKEjeIWzD a través de @UniNoticias;;;;;
321,NEGATIVO,Hoy se celebra el Dí­a Mundial sin Tabaco. El cigarrillo mata a más personas que la pandemia del coronavirus.;;;;;
322,NEGATIVO,Entrenador del #Atalanta confiesa que estaba enfermo de coronavirus cuando enfrentó como visitante al Valencia en Champions League https://t.co/cnJiN9RXBa https://t.co/bjIHCXg8na;;;;;
323,NEGATIVO,Voy a desobedecer. Lo digo y no sé qué me pueda caer encima: Florence Thomas https://t.co/lqjaOXGT2Y #Semana ví­a @RevistaSemana;;;;;
324,NEGATIVO,Las protestas en #USA son registradas por los lentes de la misma ciudadanía. El conflicto social se viraliza y es más fuerte que el coronavirus. El Periodismo ciudadano ha registrado una realidad que supera la ficción. #EstadosUnidos https://t.co/DEQc9Scyed;;;;;
325,NEGATIVO,Covid-19 en Ecuador: 38 571 casos confirmados y 5 463 muertes en el contexto de la pandemia | El Comercio https://t.co/lpGJmLu01i;;;;;
326,NEGATIVO,Coronavirus: 427.646 personas que entraron a Ecuador eran ˜sospechosas https://t.co/rtnwjBpQX6;;;;;
"327,NEGATIVO,""La Cámara de Transporte de #Cuenca @ctccuenca informa que hoy, 31 de mayo, a las 09:30 iniciará la fumigación de 475 buses que mañana reiniciarán el servicio. La fumigación se hará en el patio taller de la Terminal Terrestre. Fuente: @ctccuenca. #Noticias #Ecuador #Coronavirus https://t.co/dhXogpEx1Q""";;;;;
328,NEGATIVO,La apuesta es tu vida sino te cuidas /Estamos jugándonos una lotería con esta infección: experto frente a situación actual del #COVID_19 &gt;&gt;&gt; https://t.co/Wtcca3P0G3 https://t.co/ZRiRA8yugd;;
329,NEGATIVO,Todo lo injusto que fue la muerte de Floyd pero en serio están protestando así en tiempo de coronavirus? Va a haber contagio masivo!;;;;;
"330,NEGATIVO,""Qué lecciones nos dejó la """"peor pandemia de finales del siglo XX"""" para hacer frente al coronavirus https://t.co/yj6q57UHks""";;;;;
331,NEGATIVO,El coronavirus es el perfecto desastre para el capitalismo del desastre. Naomi Klein https://t.co/HEnNwOIDyS;;;;;
"332,NEGATIVO,""El duelo por coronavirus aún no ha llegado está por hacer». Entrevista a Valentí­n Rodil, responsable de la Unidad Mávil de atención en crisis y duelo en el Centro de Escucha San Camilo https://t.co/K79HWJAC32 https://t.co/r6mEJvQN6T""";;;;;
333,NEGATIVO,@telenueveC9 @gabyzagordo Bloquear garajes / cocheras contribuye al aumento del contagio del coronavirus. https://t.co/inPpy5G2Ww;;;;;
334,NEGATIVO,Cuidado... Las noticias falsas tienen el potencial de causar daños incluso mayores que la misma enfermedad. https://t.co/jiOcRzGeyX;;;;;
"335,NEGATIVO,""@AlfonsoReece @luisesgo Es que lo leo y no lo creo !!! Hay tantas razones    para que sea la covid 19 que me cansarÃ­a explicarlo, la D del último es disease  en inglés  que sepa no hay EL ENFERMEDAD, EL COVID NO EXISTE  este coronavirus es un beta coronavirus llamado SARS-CoV-2 y podría seguir y seguir""";;;;;
"336,NEGATIVO,""Extraño poder ejercer mi profesión como se debe, gracias coronavirus :(""";;;;;
"337,NEGATIVO,""Y por cierto, creo que oficialmente ya perdí un semestre más de medicina. ";;;;;
"Te odio coronavirus, pero te odio más UG.""";;;;;
338,NEGATIVO,@Lenin El dolor que causó el coronavirus es poco COMPARADO A LA INDIGNACIÓN DE VER CÓMO TU GOBIERNO NOS ROBA LOS RECURSOS MIENTRAS MUERE TANTA GENTE. # INEPTO;;;;;
339,NEGATIVO,Entendiendo el coronavirus: ¿qué es? ¿es tan letal? ¿qué factores influyen? https://t.co/N6awYp94P9;;;;;
"340,NEGATIVO,""[VIDEO] | Según los expertos, la llegada del #coronavirus a América Latina provocó un aumento en la quema de bosques, la tala indiscriminada y la cacería ilegal en la Amazonía. » https://t.co/mlJtMTELwQ #Covid_19""";;;;;
341,NEGATIVO,Asustada #coronavirus;;;;;
"342,NEGATIVO,""Cuarentena por coronavirus | Qué es la """"generación confinada"""" que sufrirá los efectos económicos del coronavirus por al menos una década https://t.co/itiqTpcJDX""";;;;;
343,NEGATIVO,El coronavirus cambia para siempre la industria de la moda: Gucci abandona el concepto de temporadas https://t.co/msSNqOI2lq;;;;;
"344,NEGATIVO,""Almada, uno de los 15 contagiados por coronavirus en el Santos Laguna https://t.co/WLr58CBABf""";;;;;
"345,NEGATIVO,""Ya andate coronavirus, te odio.""";;;;;
"346,NEGATIVO,""Ante el rebrote de Coronavirus en la comunidad de Madrid por las manifas de los pijofachas, Cayetanos y demás morralla de Vox, quién debería pagar la atención sanitaria causada por su irresponsabilidad?""";;;;;
"347,NEGATIVO,""14 dí­as después de las manifestaciones del barrio Salamanca, grave rebrote del coronavirus en Madrid: 1.567 nuevos contagios https://t.co/zgFuzf6tDy Cacelolos, pijofachas, Cayetanos y demás parásitos fascistas, ahora que os atiendan, pero en la cárcel""";;;;;
348,NEGATIVO,@paulcarald Cuándo uno creí­a que un solo coronavirus ya era demasiado ! Aparece  los rastros de las ventajas evolutivas de los virus.;;;;;
"349,NEGATIVO,""Ante el rebrote de Coronavirus en Madrid por las manifas de pijofachas, Cayetanos y demás morralla de Vox, dónde se debe atender a estos patriotas?""";;;;;
"350,NEGATIVO,""¡Cuidado! Aunque te declaren inmune al coronavirus, aún sigues contagiando https://t.co/GzMvjrkxJe a través de @XLSemanal""";;;;;
"351,NEGATIVO,""Esto es, la emergencia sanitaria va primero";" sin gente sana tampoco hay economía. El virus de la derecha https://t.co/LximxMxxAm #COVIDIOTS""";;;;
352,NEGATIVO,@ROBINNOVOA Insisten tanto en regresar teniendo compaÃ±eros con CORONAVIRUS??;;;;;
"353,NEGATIVO,""La gente cree que el tapabocas es así como La Capa de Invisibilidad de Harry Potter, pero que te hace inmune al coronavirus... y no.""";;;;;
354,NEGATIVO,Más de 6 millones de casos de coronavirus declarados en el mundo - https://t.co/zgwznnME6W https://t.co/zO2FASh13y;;;;;
355,NEGATIVO,El dí­a de la Región se viste de luto en recuerdo a las ví­citmas mortales del coronavirus https://t.co/JKviTfQGOP;;;;;
"356,NEGATIVO,""14 dí­as después de las manifestaciones del barrio Salamanca, grave rebrote del coronavirus en Madrid: 1.567 nuevos contagios y 4.173 nuevos sospechosos via @El_Plural https://t.co/zgFuzf6tDy Más que ingresar en el hospital, deberían ingresar en la cárcel""""""";;;;;
"357,NEGATIVO,""Desde la tristeza que nos asola, con el recuerdo de todas las víctimas fallecidas por Coronavirus, toda la fuerza y el ánimo para superar esta crisis en el Día de Castilla-La Mancha. Y, de nuevo gracias a los profesionales y ciudadanos que habéis velado por todos nosotros.""";;;;;
358,NEGATIVO,Cómo serán las Chupas después del coronavirus? Pues prueba en mano y luego a chupar. https://t.co/scin0qVRWp;;;;;
"359,NEGATIVO,""Mientras unos se alejan del virus, otros se acercan a él todos los dí­as https://t.co/X094j8YIfl https://t.co/xRvK5YC5yA""";;;;;
360,NEGATIVO,La orquesta boliviana que se quedó varada en un castillo de Alemania por la pandemia de coronavirus https://t.co/N8Faa5cbfd;;;;;
"361,NEGATIVO,""Ojalá los libros de historia no se salten el paro (como en realidad fue), la represión policial y la ineficacia de los políticos manejando el coronavirus. Por que mis clases de historia fueron re mediocres por lo menos hasta quinto curso (y en colegio privado)""";;;;;
"362,NEGATIVO,""Mientras unos se alejan del virus, otros se acercan a él todos los dí­as https://t.co/MQNRyU0iaA https://t.co/atrXzVspeV""";;;;;
"363,NEGATIVO,""¿Efecto de los gases lacrimógenos? ¿O será el Coronavirus? Dios bendito. https://t.co/EJZM5BbJHz""""""";;;;;
364,NEGATIVO,maldito coronavirus de mrd acábate yaaaa! me pone mal no estar haciendo nada por mi vida;;;;;
365,NEGATIVO,El #Covid_19   también pdria afectar la #tiroides https://t.co/ZHVTXmshgp;;;;;
"366,NEGATIVO,""Este tweet tiene sentido hablando únicamente DEL VIRUS y no de sus complicaciones. Si el virus causó neumonía e insuficiencia respiratoria, se toma medicación para combatir eso, más no para curar el coronavirus. Así­ que servirí­a para sus complicaciones. https://t.co/vCrS1dAB6s""";;;;;
367,NEGATIVO,Santa Elena grita desde sus comunas https://t.co/othkMTIjPW https://t.co/KSK7gogkKA;;;;;
"368,NEGATIVO,""@alwaysimb siento que me voy a enfermar, con todo eso y la vaina del coronavirus... """;;;;;
"369,NEGATIVO,""@CATERINAV @MiamiDadeCounty Con esto el gobierno demostró que les importa más lo material que las vidas humanas, ya que ni por el Coronavirus decretaron toque de queda ..""";;;;;
"370,NEGATIVO,""@eluniversocom Capaz es para evitar el desabastecimiento. Cómo ahora está de moda acaparar productos por el coronavirus para  luego revender, no han de querer que quienes tienen otras patología sufran por qué no consiguen este medicamento.""";;;;;
"371,NEGATIVO,""â€˜Nueve semanas. Ya van dos meses que nos despertamos cada mañaana con las cifras de los muertos, las historias de los muertos, los ecos de los muertos: la muerte en la cabeza. Reflexiones en medio de la peste x martin_caparrosa en @nytimesa  https://t.co/XTIVKFIjWZ""";;;;;
372,NEGATIVO,@RC_9074 @literatango El coronavirus le cayó como anillo al dedo.;;;;;
"373,NEGATIVO,""Ya no será el miedo al coronavirus, sino, a este gobierno fascista. https://t.co/p73ca7zBLe""";;;;;
"374,NEGATIVO,""@eluniversocom Pasaron 3 años diciendo lo de la deuda con China... EL KARMA... LA TROMPA CASTIGA, así como los Gringos están quemando CNN en Estados Unidos, así mismo será aquí­ la venganza del pueblo. ESTA GENTE DEBE O MORIR DE CORONAVIRUS O RENUNCIAR Y LUEGO MORIR EN UNA CÁRCEL MATARON MILES""";;;;;
"375,NEGATIVO,""INFORMACIÓN Aunnque un poco tarde pero toda acción es buena, aún aí­, los Machaleños no olvidaremos las mentiras y engaños en tiempos de CORONAVIRUS. #Ecuador #Machala #Periodismo #periodismomovil #politica #ElOro https://t.co/e3qvZ7XcIK""""""";;;;;
"376,NEGATIVO,""Es que como la mayoría de Asambleí­stas son unos HDLGP ANTIPATRIA  y propagadores del VIRUS DE LA CORRUPCIÓN, hasta el  CORONAVIRUS  los evita y les huye. https://t.co/rbJg361OXh""";;;;;
377,NEGATIVO,@kattycita1978 Me preocupa mucho el tema pues tengo una hija y no quisiera que caiga en el facilí­simo de una sociedad edonista y muy cómoda que piensa que la única forma de ganar dinero honesto es ser influencer o YouTuber. Es muy triste que el Coronavirus los haya vuelto a la realidad!!!;;;;;
"378,NEGATIVO,""#NOTICIAS:  Las 7 comunidades Tsáchilas fueron declaradas en estado de emergencia por los casos de Covid-19 que se registran en la etnia";" hasta el momento, el nuevo coronavirus deja como saldo un fallecido y varios casos positivos confirmados. (MP) https://t.co/goSW3Ck7On""";;;;
"379,NEGATIVO,""@SevillaRoque Me sumo a la espera estimado Roque, no puede ser que haya esta clase de gente robando en medio de una tragedia nacional como el coronavirus, deben ser inverigados y sancionados todos @ZULNELEA @babadmerchan""";;;;;
380,NEGATIVO,#COVID19: A pesar de que GADs quiren pasar de semáforo rojo a amarillo o verde; #Ecuador tiene la cuarta tasa de letalidad más alta en la región - https://t.co/mRmdW9wyuK;;;;
"381,NEGATIVO,""Si no me muero de coronavirus, mis uñas largas lo harán";" es increí­ble como me lastimo sin querer. Pero primero muerta que sencilla""";;;;
"382,NEGATIVO,""Brasil se convirtiá este sábado en el cuarto paí­s con más muertos por el nuevo coronavirus al registrar 28.834 fallecidos, con lo que desplaza a Francia (28.771), informa el ministerio de Salud #AFP https://t.co/Zk1OkdV6oS""";;;;;
383,NEGATIVO,Mi vecino compra un medicamento para prevenir el coronavirus. Ahora se la llevaron de emergencia a la nieta pequeÃ±a porque se toma el frasco entero y puede tener intoxicación por arsénico. Sin comentarios.;;;;;
"384,NEGATIVO,""@CMonteroOficial : Más de 100 mil muertos por #coronavirus , 42 millones de desempleados en cinco semanas y, ahora, cuatro días de violencia #GeorgeFloydMurder en varias ciudades.... y recién estamos en mayo Llegaremos a las elecciones de noviembre?  @soyfdelrincon   y  ahora   ya no escribee""";;;;;
385,NEGATIVO,PrÃ­ncipe belga se salta la cuarentena internacional y organiza fiesta en EspaÃ±a. Al otro día dio positivo. https://t.co/5UG0BPtcqb;;;;;
386,NEGATIVO,@aponcev1 @ACervantes_EC Imagine Doctor tamaaño desproposito. Y ahora que los jueces todo lo quieren hacer telemáticamente; si su coraje tuvieran los médicos no habrí­a habido un galeno atendiendo pacientes de Coronavirus..!;;;;
387,NEGATIVO,Muertes por coronavirus en América Latina superan las 50 000  https://t.co/fujbcXAnT9 https://t.co/AbzkxKeift;;;;;
388,NEGATIVO,La pandemia de coronavirus ha forzado un replanteamiento total de las campañas de comunicaciones creativas. ¿Cuales han sido sus principales desafí­os? El nuestro ha sido replantear el lead scoring... https://t.co/xMqwydbsdX;;;;;
"389,NEGATIVO,""600 enfermos de Coronavirus trasladados";12 bomberos muertos;300 incendios sofocados;17 ambulancias haciendo lo de 25;sin recursos al no recibir su tasa ni la gente paga permisos;"acusado de bombardear un detractor:Martín De Icaza,mañana en @VERAZ_TWIT 21h45 @CanalUnoTv"""
390,NEGATIVO,desde que a mi papá¡ le detectaron el virus ese siento que me va a dar a mi o que ya tengo y no sao y siento que la otra semana que salga a hacer mis cosas me va a dar coronavirus y solo la idea de subirme al Colectrans ya me dio coronavirus;;;;;
391,NEGATIVO,Las tradiciones nunca se perderán!! Si no nos cuidamos podemos enfermar del « Coronavirus.»Este año no bailemos el Inti Raymi.» https://t.co/b8YXWuBEE5;;;;;
392,NEGATIVO,#GENTE | El másico argentino Charly García fue hospitalizado este sábado en una clí­nica de Buenos Aires con un cuadro febril aunque un primer estudio descartá que padezca coronavirus. https://t.co/ECmRiY0zTi https://t.co/VYhbzCa4T1;;;;;
"393,NEGATIVO,""Solo necesito desplazarme 3 km por la ciudad en plano sin necesidad de subirme a un bus a que me de coronavirus. No es mucho pedir, cierto? https://t.co/Vkhy90DEWR""";;;;;
394,NEGATIVO,#WVEenMedios ...@worldvisionec urge a lá­deres nacionales y globales priorizar a la niñez vulnerable para prevenir la escalada de violencia... #COVID19 #coronavirus · #CoronavirusEcuador https://t.co/yrA2bWusdm;;;;;
"395,NEGATIVO,""INFÓRMATE #CORONAVIRUS ¡ INFORMATE PRIMERO Y MEJOR CON RUMBO A LA UNIVERSIDAD, PRIMER PREUNIVERSITARIO DE LA PROVINCIA DEL TUNGURAHUA.›”GET INFORMATION FIRST AND BETTER ON THE COURSE TO THE UNIVERSITY, FIRST PRE-COLLEGE IN THE PROVINCE OF TUNGURAHUA. https://t.co/HKMlIxC1g9""";;;;;
"396,NEGATIVO,""El mundo entero demostró no estar preparado para enfrentar la pandemia del Coronavirus Covid-19 pero en Ecuador insisten en iniciar clases progresivamente sin descartar un rebrote. Nadie morirá¡ por suspender sus estudios un año, lo contrario, será¡ un suicidio""";;;;;
"397,NEGATIVO,""Termina mayo y mi papá¡ (84) me dice que la peste terminará¡ en junio. AsÃ­ dice cada vez que termina un mes. Es su manera de mantener vivas la fe y esperanza de un mundo sin coronavirus. Espero que sea pronto, para que pueda volver a abrazar a mis hermanos.""";;;;;
"398,NEGATIVO,""#WVEenMedios @elnorteadiario millones de niños, niñas y adolescentes están expuestos a mayor riesgo de trabajo y matrimonio infantil debido a deterioro económico durante la emergencia... #COVID19 #coronavirus· #CoronavirusEcuador https://t.co/NE32KuhsRv""";;;;;
399,NEGATIVO,Las lecciones que podemos aprender de Asia para prepararnos para una segunda ola del coronavirus https://t.co/VE2leznBeM;;;;;
400,NEGATIVO,Motivos por lo que perdemos la productividad :( :@Alvoxy14 #anime #otaku #otakuforever #animeedit #animefan #animememes #animefans #animeicons #iconsanime #icons #cuarentena #coronavirus #covid_19¦ https://t.co/EfiFXnVWxV;;;;;
