,0
39,RT @teleamazonasec: Una sola persona habría contagiado el #coronavirus a otras 203 en #Guatemala https://t.co/BivcZs3Ecy
40,"#MUNDO | Personas que habían tenido resultados positivos en pruebas de Coronavirus, dejaron de ser agentes infecciosos luego de once días."
41,RT @mariferguillen3: Por si acaso él #cacerolazo es contra él hambre y el desempleo. No para rogarle al coronavirus que se vaya o para pedi…
42,#EmergenciaEc | Estas son las cifras de casos de #coronavirus en #Manabí &gt;&gt;&gt; https://t.co/DJcqNnXaKv https://t.co/tjrPnKukJn
43,@luisevivanco Señor hay más muertes por infarto que por coronavirus deje de mariconadas y de defender a su patrón que para morirse uno no necesita que no se aglomeren.
44,Salí y caminé 2km sii solo 2km y me estoy muriendo ya me duele todo y no por el covid 😖😖. Tantos días de cuarentena ya me oxidaron 😩 #coronavirus #covid
45,"RT @carolgrillito: ¡ATENTI!

Aquí parte de la desgraciada historia del morenato. 

@Lenin en cambio mintiendo en la @AsambleaEcuador 

http…"
46,#EmergenciaEc | Estas son las cifras de casos de #coronavirus en #Manabí &gt;&gt;&gt; https://t.co/jAq1TdcV69 https://t.co/IzVHrJK6Yw
47,Una sola persona habría contagiado el #coronavirus a otras 203 en #Guatemala https://t.co/BivcZs3Ecy
48,RT @radio_sucre700: #Colombia 🇨🇴 registra 806 nuevos casos de #coronavirus y ya suma 21.981 contagios. #Bogotá es el distrito más afectado…
49,#EmergenciaEc | Estas son las cifras de casos de #coronavirus en #Manabí &gt;&gt;&gt; https://t.co/pPr9yPKfsS https://t.co/Nd3cMHK8Gw
50,"RT @Martinminguchi: Aquí el video completo, no la versión cortada y humorística, donde Jaime Vargas habla de la conexión entre la educación…"
51,"RT @Expresoec: La letalidad del coronavirus en #Quito se ha incrementado en un 226 %, desde el pasado 14 de mayo. Los detalles. ⬇️"
52,"RT @Martinminguchi: Las cifras de Medellín asombran. En todo el departamento de Antioquia, que tiene 6,4 millones de habitantes hay, hasta…"
53,RT @CarlosVerareal: Alarmante aumento de casos de coronavirus en Quito | Ecuavisa // Qué falló allá? https://t.co/AFV332OShM
54,RT @CarlosVerareal: Alarmante aumento de casos de coronavirus en Quito | Ecuavisa // Qué falló allá? https://t.co/AFV332OShM
55,"RT @Expresoec: Ecuador sigue luchando no solo contra el #coronavirus, sino  contra una pandemia paralela, la presunta corrupción: https://t…"
56,"RT @Expresoec: La letalidad del coronavirus en #Quito se ha incrementado en un 226 %, desde el pasado 14 de mayo. Los detalles. ⬇️"
57,El arroz levanta un récord de consumo https://t.co/Ge1bdbPdeg
58,"RT @eluniversocom: Pacientes con coronavirus dejan de ser infecciosos después de 11 días, incluso si aún dan positivo en pruebas, sugiere e…"
59,"RT @Expresoec: La letalidad del coronavirus en #Quito se ha incrementado en un 226 %, desde el pasado 14 de mayo. Los detalles. ⬇️"
60,RT @eluniversocom: Coronavirus: Cuenca cumple su primer día en semáforo amarillo con reanudación de los recorridos del Tranvía y reapertura…
61,"@LaPosta_Ecu este alcohólico esta enfermo, ve a Correa hasta en el coronavirus, borracho despreciable ya estas con delirium tremens"
62,RT @PaolaVintimilla: Quito supera a Guayaquil en contagios diarios.  https://t.co/EZabztMWSg
63,"Ecuador casos covid19, 25 de mayo: 37.355 contagiados. 3.203 fallecidos por coronavirus y 2.026 con sospecha https://t.co/4F42UWsmon a través de @TuVozTV"
64,CORONAVIRUS!!!!!! HAZ LO TUYO .... https://t.co/MDmxgELCds
65,"RT @GuayaquilPR: Malecon 2000 reanudó sus actividades en el área comercial, zona de parqueos y patios de comida luego de más de dos meses d…"
66,RT @Expresoec: La  Espol se suma a la búsqueda mundial de la vacuna contra el coronavirus: https://t.co/DCT8PXtixq
67,"RT @Martinminguchi: Las cifras de Medellín asombran. En todo el departamento de Antioquia, que tiene 6,4 millones de habitantes hay, hasta…"
68,RT @ChristianSuzuki: 71 días de emergencia y solo una política fallecida en Ecuador... que ineficiencia la del coronavirus para llevarse a…
69,"RT @Martinminguchi: Las cifras de Medellín asombran. En todo el departamento de Antioquia, que tiene 6,4 millones de habitantes hay, hasta…"
70,"RT @Expresoec: La letalidad del coronavirus en #Quito se ha incrementado en un 226 %, desde el pasado 14 de mayo. Los detalles. ⬇️"
71,"RT @Expresoec: La letalidad del coronavirus en #Quito se ha incrementado en un 226 %, desde el pasado 14 de mayo. Los detalles. ⬇️"
72,RT @KinttoLucas: El coronavirus y la lucha global anticapitalista... Por Kintto Lucas... En ALAI: https://t.co/qnyUVAH0zW
73,"Fernando Donoso, presidente de la Cámara Marítima del Ecuador, conversa con EXPRESO sobre el trabajo de las terminales portuarias y las líneas navieras durante la pandemia por #COVID19Ec. https://t.co/0Rg7zXZCN8"
74,"#Colombia 🇨🇴 registra 806 nuevos casos de #coronavirus y ya suma 21.981 contagios. #Bogotá es el distrito más afectado del país, con 7.386 infectados.

🔻5.265 pacientes recuperados   
🔻750 fallecidos

#SucreEnLaNoticia https://t.co/pyznI9Ajnz"
75,"RT @Expresoec: La letalidad del coronavirus en #Quito se ha incrementado en un 226 %, desde el pasado 14 de mayo. Los detalles. ⬇️"
76,"RT @artumoscoso: ¿Se mueren de ganas de pasar a ""semáforo amarillo""? Lean esto primero. 

#coronavirus #coronavirusecuador   

https://t.co…"
77,"RT @espol: Diario @Expresoec destaca la labor del Laboratorio para Investigaciones Biomédicas de #ESPOL, en el cual se desarrolla un protot…"
78,"🔴#CovidAlDía | CIFRAS DIARIAS DEL CORONAVIRUS EN ECUADOR (25/05/2020)

*Datos entregados por @Riesgos_Ec*

Estas son las cifras que ha arrojado el #Covid19Ec. Actualizadas del Lunes 25 de Mayo del 2020, en el país.

#NosCuidamosTodos
#JuntosNosCuidamos
#Covid19Ecuador https://t.co/EfEFFMLlAe"
79,RT @ChristianSuzuki: 71 días de emergencia y solo una política fallecida en Ecuador... que ineficiencia la del coronavirus para llevarse a…
80,RT @CarlosVerareal: Alarmante aumento de casos de coronavirus en Quito | Ecuavisa // Qué falló allá? https://t.co/AFV332OShM
81,RT @ChristianSuzuki: 71 días de emergencia y solo una política fallecida en Ecuador... que ineficiencia la del coronavirus para llevarse a…
82,"No, señorita. El coronavirus no le va a brincar de mi pantalón."
83,"RT @Martinminguchi: Las cifras de Medellín asombran. En todo el departamento de Antioquia, que tiene 6,4 millones de habitantes hay, hasta…"
84,"RT @Expresoec: La letalidad del coronavirus en #Quito se ha incrementado en un 226 %, desde el pasado 14 de mayo. Los detalles. ⬇️"
85,71 días de emergencia y solo una política fallecida en Ecuador... que ineficiencia la del coronavirus para llevarse a los que realmente se lo merecen.
86,"La propagación continua de la epidemia de coronavirus también ha desencadenado grandes epidemias de virus ideológicos que estaban latentes en nuestras sociedades: noticias falsas, teorías de conspiración paranoicas, explosiones de racismo.
Slavoj Zizek"
87,"RT @Expresoec: Ecuador sigue luchando no solo contra el #coronavirus, sino  contra una pandemia paralela, la presunta corrupción: https://t…"
88,"RT @Expresoec: Ecuador sigue luchando no solo contra el #coronavirus, sino  contra una pandemia paralela, la presunta corrupción: https://t…"
89,Cómo limpiar su establecimiento. https://t.co/TSbN0BKgIf
90,"RT @Martinminguchi: Las cifras de Medellín asombran. En todo el departamento de Antioquia, que tiene 6,4 millones de habitantes hay, hasta…"
91,Otra cosa triste que nos está dejando el coronavirus es la realidad de la inexistencia de los viajes en el tiempo. O al menos no en este universo.
92,"RT @mundoactualizat: #ECUADOR 
INICIÓ EL PARO EN MEDIO DE LA PANDEMIA DEL #COVID_19 

Cientos de ecuatorianos vencieron el miedo de contagi…"
93,RT @Expresoec: Expertos señalaron que la probabilidad de que el #COVID19 entre en el sistema de climatización o extracción de aire y se dif…
94,"RT @manabi_noticias: #URGENTE | #MANABÍ
#Portoviejo empieza a olvidar que el #coronavirus es mortal.

Así vive la ciudad, haciéndole muecas…"
95,"RT @ntubay: La @espol también va tras una vacuna contra el Covid-19. 
Más que a la competencia global, apunta a crear una plataforma para p…"
96,RT @Expresoec: Sigue el avance de las noticias más destacas sobre el #coronavirus en Ecuador y el mundo con el minuto a minuto de EXPRESO. 🔽
97,"RT @Expresoec: Ecuador sigue luchando no solo contra el #coronavirus, sino  contra una pandemia paralela, la presunta corrupción: https://t…"
98,RT @wilfridolaz: ¿En serio? Lo pide el que ha co-gobernado con Lenín Moreno y que con CREO votaron juntitos de la mano a favor de esa nefas…
99,RT @CarlosVerareal: Alarmante aumento de casos de coronavirus en Quito | Ecuavisa // Qué falló allá? https://t.co/AFV332OShM
100,"Ecuador sigue luchando no solo contra el #coronavirus, sino  contra una pandemia paralela, la presunta corrupción: https://t.co/uSiBWpXrMU"
101,"RT @angelrd: El PP y Cs entregan la presidencia de la Comisión para la Reconstrucción de Andalucía a VOX, el único grupo que votó en contra…"
102,"RT @Primicias: [DATA] | El 26 de mayo es una fecha clave para el futuro de los habitantes de #Quito. Ese, ha sido señalado por las autorida…"
103,RT @CarlosVerareal: Alarmante aumento de casos de coronavirus en Quito | Ecuavisa // Qué falló allá? https://t.co/AFV332OShM
104,"RT @eluniversocom: Inversión de 1000 millones de dólares en Salud alista Ecuador en caso de un rebrote de coronavirus, dice embajador Crist…"
105,¿Trae el coronavirus el fin de la oficina cool como elemento de identidad corporativa? https://t.co/oCQOdzBTia https://t.co/7EP2Z46U7T
106,"RT @alfaT801: No permiten reunirse, no permiten despedirnos de nuestros muertos por el coronavirus, no permiten abrir parques, no permiten…"
107,RT @Expresoec: Expertos señalaron que la probabilidad de que el #COVID19 entre en el sistema de climatización o extracción de aire y se dif…
108,RT @Expresoec: La  Espol se suma a la búsqueda mundial de la vacuna contra el coronavirus: https://t.co/DCT8PXtixq
109,"RT @Martinminguchi: Las cifras de Medellín asombran. En todo el departamento de Antioquia, que tiene 6,4 millones de habitantes hay, hasta…"
110,"RT @Primicias: [DATA] | El 26 de mayo es una fecha clave para el futuro de los habitantes de #Quito. Ese, ha sido señalado por las autorida…"
111,"RT @manabi_noticias: #URGENTE | #MANABÍ
#Portoviejo empieza a olvidar que el #coronavirus es mortal.

Así vive la ciudad, haciéndole muecas…"
112,RT @Expresoec: La  Espol se suma a la búsqueda mundial de la vacuna contra el coronavirus: https://t.co/DCT8PXtixq
113,"Expertos señalaron que la probabilidad de que el #COVID19 entre en el sistema de climatización o extracción de aire y se difunda por los conductos es muy baja.
 https://t.co/4N6LttviDr"
114,"De los diez barrios con el mayor número absoluto de muertes causadas por el coronavirus, ocho tienen más negros que el promedio de São Paulo. Mira este y más datos sobre muertes en Brasil, analizados por @agenciapublica
https://t.co/lwITvUiaDj"
115,"RT @Martinminguchi: Aquí el video completo, no la versión cortada y humorística, donde Jaime Vargas habla de la conexión entre la educación…"
116,"RT @Martinminguchi: Aquí el video completo, no la versión cortada y humorística, donde Jaime Vargas habla de la conexión entre la educación…"
117,RT @Expresoec: La  Espol se suma a la búsqueda mundial de la vacuna contra el coronavirus: https://t.co/DCT8PXtixq
118,RT @KamchatkaEc: El gobierno debe dejar la muletilla de que nadie estaba preparado. Un sistema de salud bien institucionalizado ha permitid…
119,RT @JuanPablo_Alban: Coronavirus | De enfermedad respiratoria a multisistémica: cómo en pocas semanas cambió radicalmente lo que sabemos so…
120,Luis por qué te preocupa tanto el coronavirus en tu país.... https://t.co/9BRdQKLa9Y
121,"RT @Expresoec: Los niños representan el 1,6 % del total de casos. En las calles de Guayaquil se ven a familias en los semáforos. https://t.…"
122,"RT @artumoscoso: ¿Se mueren de ganas de pasar a ""semáforo amarillo""? Lean esto primero. 

#coronavirus #coronavirusecuador   

https://t.co…"
123,"RT @Martinminguchi: Aquí el video completo, no la versión cortada y humorística, donde Jaime Vargas habla de la conexión entre la educación…"
124,RT @CarlosVerareal: Alarmante aumento de casos de coronavirus en Quito | Ecuavisa // Qué falló allá? https://t.co/AFV332OShM
125,"RT @marcoculquisMd: #ATENCION
En #Ecuador no hacen las pruebas porque, deben cumplir el protocolo.
El mensaje está claro. Hay que testear p…"
126,RT @eluniversocom: Coronavirus: Cuenca cumple su primer día en semáforo amarillo con reanudación de los recorridos del Tranvía y reapertura…
127,RT @Expresoec: Sigue el avance de las noticias más destacas sobre el #coronavirus en Ecuador y el mundo con el minuto a minuto de EXPRESO. 🔽
128,"RT @Primicias: [DATA] | El 26 de mayo es una fecha clave para el futuro de los habitantes de #Quito. Ese, ha sido señalado por las autorida…"
129,"RT @angelrd: El PP y Cs entregan la presidencia de la Comisión para la Reconstrucción de Andalucía a VOX, el único grupo que votó en contra…"
130,"RT @angelrd: El PP y Cs entregan la presidencia de la Comisión para la Reconstrucción de Andalucía a VOX, el único grupo que votó en contra…"
131,RT @Expresoec: La  Espol se suma a la búsqueda mundial de la vacuna contra el coronavirus: https://t.co/DCT8PXtixq
132,RT @Expresoec: La  Espol se suma a la búsqueda mundial de la vacuna contra el coronavirus: https://t.co/DCT8PXtixq
133,"RT @ASotomayorEcu: Hemos avanzado mucho.
Hemos alcanzado un sinnúmero de objetivos.
Sabemos que queda mucho por hacer, pero ahora es tiempo…"
134,"RT @teleamazonasec: 2,3 millones de personas se han recuperado del #COVID19 en el mundo -&gt;https://t.co/JHirzAbGo8 https://t.co/2D60XBYFU4"
135,RT @DiarioExtraEc: ¡Michela Pincay tuvo que cerrar su local de Guayarte! https://t.co/x2GUhRwGBl https://t.co/LAMFnuPKxu
136,"RT @Expresoec: El ministro de Exteriores chino criticó a las autoridades estadounidenses, pero también llamó a trabajar en conjunto en el m…"
137,"RT @jorgeharbviteri: Coronavirus y tu Pu... madre, no vas a poder con Guayaquil... muy buen trabajo médicos y enfermeros del @OMNIHospital…"
138,RT @CarlosVerareal: Alarmante aumento de casos de coronavirus en Quito | Ecuavisa // Qué falló allá? https://t.co/AFV332OShM
139,"COVID 19.
HASTA DÓNDE LLEGA LA CORRUPCIÓN?
Qué podemos esperar, 
De qué se trata todo esto?
Líderes comunistas matando y adueñándose del mundo?
Triste realidad
Hacen prueba de coronavirus a papaya y cabra... ¡dieron positivo! https://t.co/XbiFZqUHWl vía @Excelsior"
140,"RT @Martinminguchi: Las cifras de Medellín asombran. En todo el departamento de Antioquia, que tiene 6,4 millones de habitantes hay, hasta…"
141,RT @el_telegrafo: Varios países del mundo han iniciado el lunes un lento proceso de reapertura de comercios y otras actividades públicas a…
142,"RT @servifumi: ¡A PRUEBA DE TODO TIPO DE PLAGA!
⚠️🦸‍♂️¡DESINFECTAMOS TUS ESPACIOS Y VEHÍCULOS!
-- ¡EVITA MOLESTIAS A FUTURO!
16 años en ser…"
143,"RT @eluniversocom: Aerolínea Latam anunció nuevos despidos debido al coronavirus en Ecuador, Chile, Perú y Colombia. ► https://t.co/FW80hO2…"
144,"RT @angelrd: El PP y Cs entregan la presidencia de la Comisión para la Reconstrucción de Andalucía a VOX, el único grupo que votó en contra…"
145,"RT @bergmannerestu: Seguiremos trabajando por el bienestar de Manabí y la Patria, muchas gracias por este espacio a @radiolavoz1570 y bendi…"
146,@luisevivanco Sr pauta y ud k decía que el pueblo x miedo al coronavirus no saldría a las calles...
147,RT @Expresoec: Sigue el avance de las noticias más destacas sobre el #coronavirus en Ecuador y el mundo con el minuto a minuto de EXPRESO. 🔽
148,RT @ecsports593: Los Universitarios ya tienen una protección contra el Coronavirus https://t.co/6OqANbpHKr https://t.co/JfcMZGeug1
149,RT @afpquito: 🇪🇨 Sindicatos y otros grupos sociales desafiaron las restricciones por el #coronavirus y organizaron marchas este lunes en va…
150,"RT @GKecuador: Para hacer una mascarilla de tela que cumpla con las regulaciones del CDC se necesitan:
- Dos rectángulos de tela de 25x15cm…"
151,"RT @Deporvito: #URGENTE 

¡PRESIDENTE DE UN CLUB ECUATORIANO SE ENCUENTRA INTERNADO DEBIDO AL COVID-19!

(AQUÍ LOS DETALLES)
https://t.co/V…"
152,"RT @Deporvito: #URGENTE 

¡DOS NUEVOS CASOS DE CORONAVIRUS EN LA PREMIER LEAGUE TRAS UN COMUNICADO OFICIAL! 

(AQUÍ LOS DETALLES)
https://t…"
153,RT @Expresoec: Sigue el avance de las noticias más destacas sobre el #coronavirus en Ecuador y el mundo con el minuto a minuto de EXPRESO. 🔽
154,"RT @el_telegrafo: Suecia supera los 39 fallecidos por 100 mil habitantes debido al #coronavirus, causante de la enfermedad #covid_19, lo qu…"
155,RT @Expresoec: Sigue el avance de las noticias más destacas sobre el #coronavirus en Ecuador y el mundo con el minuto a minuto de EXPRESO. 🔽
156,"RT @eluniversocom: Inversión de 1000 millones de dólares en Salud alista Ecuador en caso de un rebrote de coronavirus, dice embajador Crist…"
157,RT @CarlosVerareal: Alarmante aumento de casos de coronavirus en Quito | Ecuavisa // Qué falló allá? https://t.co/AFV332OShM
158,Sigue el avance de las noticias más destacas sobre el #coronavirus en Ecuador y el mundo con el minuto a minuto de EXPRESO. 🔽
159,RT @eluniversocom: Coronavirus: Cuenca cumple su primer día en semáforo amarillo con reanudación de los recorridos del Tranvía y reapertura…
160,"RT @Primicias: [DATA] | El 26 de mayo es una fecha clave para el futuro de los habitantes de #Quito. Ese, ha sido señalado por las autorida…"
161,"RT @carolgrillito: ¡ATENTI!

Aquí parte de la desgraciada historia del morenato. 

@Lenin en cambio mintiendo en la @AsambleaEcuador 

http…"
162,"RT @angelrd: El PP y Cs entregan la presidencia de la Comisión para la Reconstrucción de Andalucía a VOX, el único grupo que votó en contra…"
163,"@CNNEE Paradójico que el 2%de acomodados tengan dinero en paraiso fiscales, se les condone deudas tributarias por $4.500millones, tras eso sean lis que más ganan en época de coronavirus. Lo que son realmente DESCARADOS, TRAIDORES, VENDE PATRIA COMO @Lenin"
164,"[DATA] | El 26 de mayo es una fecha clave para el futuro de los habitantes de #Quito. Ese, ha sido señalado por las autoridades como el día en que la ciudad alcanzará su pico de contagios y fallecidos por coronavirus. » https://t.co/zsle1Or9v9 #COVID19"
165,"Los niños representan el 1,6 % del total de casos. En las calles de Guayaquil se ven a familias en los semáforos. https://t.co/LmsFR1IlYY"
166,Coronavirus: Cuenca cumple su primer día en semáforo amarillo con reanudación de los recorridos del Tranvía y reapertura de Catedral. ► https://t.co/gVisZD5Tte https://t.co/YdigTKmcFk
167,RT @Expresoec: La  Espol se suma a la búsqueda mundial de la vacuna contra el coronavirus: https://t.co/DCT8PXtixq
168,Origen del coronavirus: la respuesta de la directora del instituto de Wuhan al que EE.UU. señala como punto del partida del SARS-CoV-2 https://t.co/llfReMFCUl https://t.co/rc6q5Had6W
169,"#URGENTE 

¡PRESIDENTE DE UN CLUB ECUATORIANO SE ENCUENTRA INTERNADO DEBIDO AL COVID-19!

(AQUÍ LOS DETALLES)
https://t.co/VDA5Iyy6tA https://t.co/VM3U3mMUtT"
170,"#URGENTE 

¡DOS NUEVOS CASOS DE CORONAVIRUS EN LA PREMIER LEAGUE TRAS UN COMUNICADO OFICIAL! 

(AQUÍ LOS DETALLES)
https://t.co/WviWqxZ3os https://t.co/A0c3K6DuMt"
171,RT @Salud_CZ8: Coordinador @MD_FranciscoPG y Directora Distrital @Ruthquin2 recorren el Centro de aislamiento temporal para pacientes #Covi…
172,RT @wilfridolaz: ¿En serio? Lo pide el que ha co-gobernado con Lenín Moreno y que con CREO votaron juntitos de la mano a favor de esa nefas…
173,"RT @nacho_ma92: Ese es el tipo de gente que necesita Ecuador  en administración pública y también privada, no esas momias.  https://t.co/IM…"
174,"RT @el_telegrafo: Suecia supera los 39 fallecidos por 100 mil habitantes debido al #coronavirus, causante de la enfermedad #covid_19, lo qu…"
175,"RT @eluniversocom: Inversión de 1000 millones de dólares en Salud alista Ecuador en caso de un rebrote de coronavirus, dice embajador Crist…"
176,Qué le hace el jabón al nuevo coronavirus | AFP Animé https://t.co/blALjBWoOE vía @YouTube
177,"RT @Martinminguchi: Las cifras de Medellín asombran. En todo el departamento de Antioquia, que tiene 6,4 millones de habitantes hay, hasta…"
178,RT @afpquito: 🇪🇨 Sindicatos y otros grupos sociales desafiaron las restricciones por el #coronavirus y organizaron marchas este lunes en va…
179,"RT @eluniversocom: Aerolínea Latam anunció nuevos despidos debido al coronavirus en Ecuador, Chile, Perú y Colombia. ► https://t.co/FW80hO2…"
180,RT @afpquito: 🇪🇨 Sindicatos y otros grupos sociales desafiaron las restricciones por el #coronavirus y organizaron marchas este lunes en va…
181,RT @Jordymzc: Cada dos semanas creo que tengo coronavirus
182,"RT @Martinminguchi: Las cifras de Medellín asombran. En todo el departamento de Antioquia, que tiene 6,4 millones de habitantes hay, hasta…"
183,"@JorgeOr76661332 @Pacoxs43 Medellín con solo 6 muertos porque su alcalde se preparó desde enero, muestra lo contrario. https://t.co/QPmFdyEH5m"
184,"RT @teleamazonasec: 2,3 millones de personas se han recuperado del #COVID19 en el mundo -&gt;https://t.co/JHirzAbGo8 https://t.co/2D60XBYFU4"
185,"RT @carolgrillito: ¡ATENTI!

Aquí parte de la desgraciada historia del morenato. 

@Lenin en cambio mintiendo en la @AsambleaEcuador 

http…"
186,RT @Jordymzc: Cada dos semanas creo que tengo coronavirus
187,"El #coronavirus mantiene un nivel de #contagio creciente, llegando a enfermar a 5,4 millones de personas. Frente a esto, @CapitalPraxis recomienda a sus seguidores revisar el mapa #mundial de expansión: https://t.co/hrYFYuEvsd https://t.co/xTeMrzi3Xe"
188,"RT @Expresoec: La letalidad del coronavirus en #Quito se ha incrementado en un 226 %, desde el pasado 14 de mayo. Los detalles. ⬇️"
189,RT @Expresoec: La  Espol se suma a la búsqueda mundial de la vacuna contra el coronavirus: https://t.co/DCT8PXtixq
190,"RT @marcoculquisMd: #ATENCION
En #Ecuador no hacen las pruebas porque, deben cumplir el protocolo.
El mensaje está claro. Hay que testear p…"
191,RT @Expresoec: La  Espol se suma a la búsqueda mundial de la vacuna contra el coronavirus: https://t.co/DCT8PXtixq
192,"#ATENCION
En #Ecuador no hacen las pruebas porque, deben cumplir el protocolo.
El mensaje está claro. Hay que testear para tener éxito. 
#coronavirus #Covid19Ec https://t.co/alyihkEIHN"
193,"Escuchado en la radio: 

""Lo bueno del coronavirus es que a las criticonas les puso tapabocas"""
194,RT @JuanPablo_Alban: Coronavirus | De enfermedad respiratoria a multisistémica: cómo en pocas semanas cambió radicalmente lo que sabemos so…
